"a0","ws","wi","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
1.01565137068325,2.40958389297738,0.809909233908137,0.224426939668263,0.605100760498402,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.3482992419101,0.242145845372618
1.38295860792796,1.95828073709234,0.815054393292071,0.249593808216858,0.725718215319783,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.4146168059183,0.227493045752872
1.46701800909662,2.55406791425456,1.82224295522696,0.220872968984835,0.672513031659362,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.5528445895078,0.226102132808152
1.03070721566842,1.35304371887517,2.28104507570867,0.204830197665062,0.595958850006127,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.556350267631,0.174374995767625
1.60420701091992,1.06077878978315,0.639484627100188,0.227930006101715,0.689180596459452,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.5588308492846,0.17316846865974
0.559526328630847,1.12721740904271,2.92918015074923,0.291638498961082,0.688289005203188,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.6283628586386,0.214341552624584
0.868129764853821,1.91689346435409,1.60717887239101,0.224707524611169,0.628317383458858,9205,0.998913633894622,0.00108636610537751,0,0,1,-56.6344136305942,0.203211559248886
2.07986191983088,2.29292398665994,0.666593870320244,0.213264363470527,0.671559969149405,9205,0.998913633894622,0.00108636610537751,0,0,1,-56.6391430535866,0.237610586189173
1.2601594252517,1.64436046171529,1.80198594118539,0.221942289052856,0.654082782264844,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.6519683237292,0.220857956508711
1.14281714289463,2.76664183012098,1.82097723917459,0.230977429075408,0.671250726071676,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.6587602163383,0.159863493840042
1.25076743963547,3.96208004790477,0.75043063379659,0.243965108467565,0.708961841205779,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.660550909715,0.199323540430759
1.03375734998887,3.15304955103677,0.931860510567948,0.260790266485071,0.721238799909242,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.675147093491,0.19742246316879
0.995586264396958,1.3891110421856,2.35722013652427,0.257335878521714,0.727144435217465,9205,0.998913633894622,0.00108636610537751,0,0,1,-56.691213019485,0.197979953324984
1.01506441236188,2.64038559956907,0.986889740806946,0.281917097469546,0.765910959676146,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.6926447155303,0.268715101916848
1.4955764046187,0.496890863247053,2.18958253681282,0.256453124645708,0.746804827708034,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7000544932141,0.0971816830431378
0.601764081777917,2.63125005640113,2.84455555749827,0.247184218984502,0.633826818519937,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7069718194154,0.252912531628081
1.71261945340579,2.68195338638309,2.45319492987319,0.197538809604499,0.626810200528449,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7266768529592,0.196024369810901
3.43833084839923,1.35979795295499,1.57568869954403,0.228546155790641,0.749585743702995,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7424453828754,0.178515422605678
0.788001166903434,1.30554149136706,1.28259806425445,0.259272814366694,0.623360581103361,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7519030311674,0.303185876346128
1.75305359801493,2.75803920038566,0.738962255989751,0.245436387765304,0.745463102345343,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.754266322224,0.128364154246643
3.44641728160565,2.1109052658387,0.88154271248578,0.224652079357821,0.735046827545702,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7563636600623,0.232065162628944
0.894715001615911,2.08112198191007,1.06369361134615,0.269412231521613,0.716412377305099,9205,0.998913633894623,0.00108636610537751,0,0,1,-56.7582092888712,0.175305428886733
