day,cycle,contact_name,contact_covariate_X,individual_name,individual_covariate_Y,latent_time,infectious_time,serial_interval,time_before_hospitalisation
2,11,Individual7714,1.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
3,13,Individual566,1.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
3,14,Individual380,0.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
3,14,Individual8289,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
3,14,Individual7394,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
3,15,Individual2098,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
3,15,Individual3702,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,16,Individual7897,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,17,Individual1285,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,17,Individual1177,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,18,Individual3578,1.0,Individual516,1.0,3.6493752540819457,21.839536018228344,6.077535330770168,0.0
4,18,Individual7831,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,18,Individual7245,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,18,Individual3004,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,18,Individual6470,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,18,Individual2532,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,18,Individual5478,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,19,Individual6967,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,19,Individual3815,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
4,19,Individual1589,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,20,Individual4864,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,20,Individual1943,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,21,Individual1606,1.0,Individual516,1.0,3.6493752540819457,21.839536018228344,6.077535330770168,0.0
5,21,Individual3946,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,21,Individual6629,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,21,Individual5456,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,21,Individual4995,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,22,Individual8263,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,22,Individual7737,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
5,22,Individual605,1.0,Individual1681,1.0,4.9478776315798045,25.27412310554869,3.028524036102729,11.509636018284066
5,22,Individual8197,0.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
5,23,Individual3907,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
6,24,Individual2684,1.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
6,24,Individual7231,1.0,Individual566,0.0,1.159149916799838,19.2006591577698,-3.153485688320396,0.0
6,24,Individual6055,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
6,25,Individual1144,0.0,Individual566,0.0,1.159149916799838,19.2006591577698,-3.153485688320396,0.0
6,26,Individual8259,0.0,Individual8263,1.0,0.7438586610098931,24.641211080347098,1.4233824528379815,0.0
6,26,Individual5592,1.0,Individual8263,1.0,0.7438586610098931,24.641211080347098,1.4233824528379815,0.0
6,26,Individual6804,0.0,Individual8263,1.0,0.7438586610098931,24.641211080347098,1.4233824528379815,0.0
6,26,Individual8930,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
6,26,Individual2178,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
6,26,Individual5903,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
6,26,Individual3160,1.0,Individual566,0.0,1.159149916799838,19.2006591577698,-3.153485688320396,0.0
6,27,Individual609,1.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
7,29,Individual3930,0.0,Individual1681,1.0,4.9478776315798045,25.27412310554869,3.028524036102729,9.759636018284066
7,29,Individual2707,1.0,Individual3578,1.0,2.4056078062863726,24.265974995625452,11.808432366730106,0.0
7,29,Individual854,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
7,30,Individual1236,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
7,30,Individual8600,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
7,30,Individual3648,0.0,Individual566,0.0,1.159149916799838,19.2006591577698,-3.153485688320396,0.0
7,31,Individual8784,1.0,Individual4995,1.0,1.8944405199743888,32.45243972562387,7.471581705396722,0.0
7,31,Individual4853,1.0,Individual566,0.0,1.159149916799838,19.2006591577698,-3.153485688320396,0.0
7,31,Individual2165,0.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
7,31,Individual6215,1.0,Individual340,0.0,1.1211830490926036,36.692469865421806,6.661471842483653,0.0
8,32,Individual68,1.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
8,33,Individual1980,1.0,Individual5638,1.0,1.4740409526955658,19.543236619415406,2.0030492998899945,0.0
8,33,Individual7862,0.0,Individual3815,1.0,2.7505061182999593,26.344192702888318,6.451478396355913,0.0
8,33,Individual4285,0.0,Individual6629,1.0,2.294881430085509,21.07040299910132,4.40586702534994,0.0
8,33,Individual3876,0.0,Individual6629,1.0,2.294881430085509,21.07040299910132,4.40586702534994,0.0
8,34,Individual3092,1.0,Individual5478,1.0,3.316727355079569,25.888799236700525,4.117253799049026,25.286115544712956
8,34,Individual6695,1.0,Individual5478,1.0,3.316727355079569,25.888799236700525,4.117253799049026,25.286115544712956
