day,cycle,susceptible,latent,infected,recovered,dead
22,88,6035,2023,1141,6,0
22,89,5921,2064,1214,6,0
22,90,5796,2108,1294,7,0
22,91,5639,2193,1364,9,0
23,92,5456,2286,1454,9,0
23,93,5340,2319,1537,9,0
23,94,5218,2349,1627,11,0
23,95,5059,2418,1716,12,0
24,96,4890,2496,1805,14,0
24,97,4785,2514,1892,14,0
24,98,4678,2529,1982,16,0
24,99,4530,2578,2081,16,0
25,100,4343,2674,2172,16,0
25,101,4239,2691,2259,16,0
25,102,4152,2685,2350,18,0
25,103,4015,2704,2468,18,0
26,104,3890,2718,2577,20,0
26,105,3804,2698,2679,24,0
26,106,3716,2682,2782,25,0
26,107,3595,2684,2900,26,0
27,108,3465,2710,3003,27,0
27,109,3384,2659,3135,27,0
27,110,3324,2593,3258,30,0
27,111,3254,2560,3358,33,0
28,112,3189,2511,3470,35,0
28,113,3106,2482,3580,37,0
28,114,3031,2452,3684,38,0
28,115,2952,2402,3806,45,0
29,116,2867,2380,3909,49,0
29,117,2811,2330,4010,54,0
29,118,2748,2284,4118,55,0
29,119,2679,2229,4237,60,0
30,120,2601,2209,4329,66,0
30,121,2534,2180,4420,71,0
30,122,2498,2116,4518,73,0
30,123,2432,2082,4611,80,0
31,124,2359,2057,4699,90,0
31,125,2312,2008,4789,96,0
31,126,2273,1953,4872,107,0
31,127,2208,1935,4951,111,0
32,128,2154,1895,5032,124,0
32,129,2104,1871,5096,134,0
32,130,2060,1822,5178,145,0
32,131,2001,1783,5262,159,0
33,132,1951,1734,5344,176,0
33,133,1913,1705,5403,184,0
33,134,1891,1633,5487,194,0
33,135,1856,1597,5544,208,0
34,136,1816,1546,5624,219,0
34,137,1780,1509,5682,234,0
34,138,1754,1458,5736,257,0
34,139,1725,1411,5797,272,0
35,140,1683,1388,5839,295,0
35,141,1650,1358,5884,313,0
35,142,1614,1315,5945,331,0
35,143,1575,1285,5979,366,0
36,144,1542,1249,6023,391,0
36,145,1524,1203,6065,412,1
36,146,1500,1173,6091,440,1
36,147,1468,1153,6112,471,1
37,148,1434,1132,6145,493,1
37,149,1400,1126,6152,525,2
37,150,1367,1100,6165,571,2
37,151,1345,1073,6179,606,2
38,152,1320,1049,6199,635,2
38,153,1300,1018,6215,669,3
38,154,1277,1005,6218,702,3
38,155,1257,988,6221,735,4
39,156,1234,962,6230,775,4
39,157,1221,940,6226,813,5
39,158,1194,926,6230,849,6
39,159,1170,895,6239,895,6
40,160,1148,870,6242,938,7
40,161,1127,851,6232,988,7
40,162,1112,804,6249,1033,7
40,163,1087,790,6242,1077,9
41,164,1069,757,6246,1124,9
41,165,1045,740,6238,1173,9
41,166,1023,729,6202,1239,12
41,167,1011,707,6184,1290,13
42,168,986,700,6163,1343,13
42,169,969,692,6128,1402,14
42,170,957,671,6107,1456,14
42,171,941,654,6091,1504,15
43,172,927,636,6057,1569,16
43,173,916,616,6028,1629,16
43,174,905,591,5998,1694,17
43,175,891,573,5971,1753,17
44,176,875,561,5923,1827,19
44,177,865,550,5876,1893,21
44,178,851,536,5844,1951,23
44,179,841,520,5803,2017,24
45,180,829,506,5752,2094,24
45,181,815,499,5705,2161,25
45,182,808,488,5648,2236,25
45,183,797,473,5593,2315,27
46,184,789,454,5545,2389,28
46,185,777,432,5502,2466,28
46,186,770,417,5460,2530,28
46,187,761,401,5395,2620,28
47,188,749,387,5340,2699,30
47,189,743,373,5293,2766,30
47,190,732,371,5243,2829,30
47,191,728,359,5205,2883,30
48,192,720,346,5145,2963,31
48,193,711,338,5074,3050,32
48,194,699,333,5010,3130,33
48,195,688,330,4940,3214,33
49,196,675,321,4889,3286,34
49,197,667,313,4823,3366,36
49,198,661,301,4761,3444,38
49,199,656,291,4708,3511,39
50,200,644,293,4652,3577,39
50,201,637,281,4599,3649,39
50,202,629,275,4541,3720,40
50,203,623,269,4487,3782,44
51,204,615,266,4424,3853,47
51,205,614,252,4359,3933,47
51,206,612,241,4291,4014,47
51,207,604,238,4232,4083,48
52,208,597,239,4168,4151,50
52,209,593,236,4120,4205,51
52,210,590,233,4055,4276,51
52,211,580,229,3993,4350,53
53,212,578,221,3933,4420,53
53,213,574,214,3866,4498,53
53,214,567,212,3791,4582,53
53,215,565,205,3707,4673,55
54,216,560,203,3645,4742,55
54,217,558,194,3582,4812,59
54,218,557,187,3523,4879,59
54,219,554,185,3445,4960,61
55,220,553,179,3377,5033,63
55,221,548,175,3326,5093,63
55,222,545,168,3268,5161,63
55,223,542,158,3217,5224,64
56,224,539,157,3171,5273,65
56,225,531,160,3098,5350,66
56,226,528,152,3040,5419,66
56,227,528,147,2976,5488,66
57,228,526,140,2916,5556,67
57,229,526,133,2858,5620,68
57,230,525,130,2805,5677,68
57,231,521,125,2759,5731,69
58,232,516,122,2708,5790,69
58,233,515,115,2666,5838,71
58,234,512,114,2614,5894,71
58,235,509,113,2579,5931,73
59,236,508,107,2527,5989,74
59,237,504,105,2479,6043,74
59,238,500,103,2427,6101,74
59,239,499,99,2372,6161,74
60,240,498,94,2317,6222,74
60,241,496,92,2260,6282,75
60,242,494,89,2219,6328,75
60,243,492,87,2165,6384,77
61,244,490,82,2124,6431,78
61,245,489,74,2081,6483,78
61,246,489,71,2027,6540,78
61,247,485,68,1993,6581,78
62,248,484,67,1961,6614,79
62,249,480,68,1921,6656,80
62,250,476,71,1874,6703,81
62,251,474,70,1824,6756,81
63,252,471,69,1783,6801,81
63,253,468,69,1755,6832,81
63,254,464,70,1724,6865,82
63,255,462,70,1684,6907,82
64,256,460,64,1649,6949,83
64,257,458,64,1618,6981,84
64,258,458,58,1581,7023,85
64,259,458,56,1555,7051,85
65,260,458,53,1522,7087,85
65,261,457,54,1491,7117,86
65,262,454,56,1454,7154,87
65,263,453,55,1420,7189,88
66,264,452,55,1383,7225,90
66,265,452,54,1357,7252,90
66,266,450,50,1335,7277,93
66,267,450,47,1308,7306,94
67,268,450,43,1284,7334,94
67,269,448,43,1249,7371,94
67,270,448,41,1227,7393,96
67,271,448,36,1193,7432,96
68,272,445,38,1161,7463,98
68,273,444,38,1141,7484,98
68,274,443,36,1121,7507,98
68,275,441,37,1086,7543,98
69,276,439,38,1064,7566,98
69,277,439,38,1038,7592,98
69,278,439,38,1014,7615,99
69,279,439,36,987,7644,99
70,280,438,36,953,7679,99
70,281,438,36,924,7708,99
70,282,438,35,907,7726,99
70,283,438,33,886,7748,100
71,284,437,33,859,7776,100
71,285,436,31,844,7794,100
71,286,435,28,819,7823,100
71,287,434,29,793,7849,100
72,288,434,28,771,7872,100
72,289,433,25,754,7892,101
72,290,432,26,739,7907,101
72,291,431,26,720,7927,101
73,292,430,26,703,7945,101
73,293,430,25,689,7960,101
73,294,427,28,674,7975,101
73,295,427,27,659,7991,101
74,296,427,25,645,8007,101
74,297,427,24,632,8021,101
74,298,426,24,625,8028,102
74,299,426,23,611,8042,103
75,300,426,22,594,8058,105
75,301,426,21,583,8070,105
75,302,426,20,567,8087,105
75,303,425,21,557,8097,105
76,304,424,21,539,8116,105
76,305,424,20,527,8129,105
76,306,424,19,510,8147,105
76,307,423,20,501,8155,106
77,308,423,19,493,8164,106
77,309,422,20,475,8182,106
77,310,422,19,462,8196,106
77,311,422,17,455,8204,107
78,312,422,16,447,8213,107
78,313,422,14,440,8222,107
78,314,421,15,433,8229,107
78,315,419,16,420,8243,107
79,316,419,15,401,8262,108
79,317,419,14,392,8272,108
79,318,419,13,387,8278,108
79,319,418,12,374,8293,108
80,320,418,12,362,8305,108
80,321,418,12,350,8317,108
80,322,418,11,342,8326,108
80,323,418,11,332,8335,109
81,324,417,10,328,8341,109
81,325,415,11,325,8345,109
81,326,415,10,319,8352,109
81,327,412,13,315,8356,109
82,328,412,12,311,8361,109
82,329,412,12,296,8376,109
82,330,412,12,290,8382,109
82,331,412,12,280,8391,110
83,332,412,12,274,8396,111
83,333,412,11,266,8405,111
83,334,412,10,259,8413,111
83,335,412,9,254,8419,111
84,336,412,9,247,8426,111
84,337,412,8,243,8431,111
84,338,412,8,236,8438,111
84,339,412,8,232,8442,111
85,340,412,5,232,8445,111
85,341,412,4,229,8449,111
85,342,412,4,225,8453,111
85,343,411,5,217,8461,111
86,344,411,5,207,8471,111
86,345,411,5,203,8475,111
86,346,410,6,195,8483,111
86,347,410,6,191,8487,111
87,348,410,6,187,8491,111
87,349,409,7,182,8496,111
87,350,408,6,178,8501,112
87,351,408,6,174,8504,113
88,352,408,5,173,8506,113
88,353,408,5,169,8510,113
88,354,408,5,166,8513,113
88,355,408,5,165,8514,113
89,356,408,5,163,8516,113
89,357,408,5,159,8520,113
89,358,408,5,152,8527,113
89,359,408,5,148,8531,113
90,360,408,5,146,8533,113
90,361,408,5,142,8537,113
90,362,407,6,136,8543,113
90,363,407,6,132,8547,113
91,364,407,6,130,8549,113
91,365,407,5,128,8552,113
91,366,407,4,124,8557,113
91,367,407,4,121,8560,113
92,368,406,5,121,8560,113
92,369,406,5,118,8563,113
92,370,406,5,115,8566,113
92,371,406,5,110,8571,113
93,372,406,5,107,8574,113
93,373,406,5,102,8579,113
93,374,406,5,101,8580,113
93,375,406,5,97,8584,113
94,376,406,5,94,8587,113
94,377,406,5,94,8587,113
94,378,406,5,94,8587,113
94,379,406,5,90,8591,113
95,380,406,5,87,8594,113
95,381,406,5,86,8595,113
95,382,406,5,84,8597,113
95,383,406,4,79,8603,113
96,384,406,4,77,8605,113
96,385,406,4,76,8606,113
96,386,406,4,73,8609,113
96,387,406,4,72,8610,113
97,388,406,4,68,8614,113
97,389,406,4,67,8615,113
97,390,405,5,65,8617,113
97,391,405,5,64,8618,113
98,392,405,5,63,8619,113
98,393,405,5,61,8621,113
98,394,405,5,57,8625,113
98,395,405,5,57,8625,113
99,396,405,5,55,8627,113
99,397,405,5,50,8632,113
99,398,405,4,50,8633,113
99,399,405,4,50,8633,113
100,400,405,4,49,8634,113
100,401,405,4,46,8637,113
100,402,405,4,46,8637,113
100,403,405,4,46,8637,113
101,404,405,3,43,8641,113
101,405,405,3,42,8642,113
101,406,405,3,41,8643,113
101,407,405,2,39,8646,113
102,408,405,2,39,8646,113
102,409,405,1,38,8648,113
102,410,405,1,37,8649,113
102,411,405,1,37,8649,113
103,412,405,1,37,8649,113
103,413,405,1,37,8649,113
103,414,405,1,36,8650,113
103,415,405,1,36,8650,113
104,416,405,1,36,8650,113
104,417,405,1,35,8651,113
104,418,405,1,35,8651,113
104,419,405,1,35,8651,113
105,420,404,2,34,8652,113
105,421,404,2,34,8652,113
105,422,404,2,33,8653,113
105,423,404,2,33,8653,113
106,424,404,2,31,8655,113
106,425,404,2,30,8656,113
106,426,404,2,30,8656,113
106,427,404,2,30,8656,113
107,428,404,2,29,8657,113
107,429,404,2,27,8659,113
107,430,404,2,27,8659,113
107,431,404,2,27,8659,113
108,432,404,2,26,8660,113
108,433,404,2,25,8661,113
108,434,404,2,25,8661,113
108,435,404,2,23,8663,113
109,436,404,2,23,8663,113
109,437,404,2,22,8664,113
109,438,404,1,22,8665,113
109,439,404,1,22,8665,113
110,440,404,1,21,8666,113
110,441,404,1,21,8666,113
110,442,404,1,19,8668,113
110,443,404,1,19,8668,113
111,444,404,1,19,8668,113
111,445,404,1,18,8669,113
111,446,404,1,18,8669,113
111,447,404,1,17,8670,113
112,448,404,1,17,8670,113
112,449,403,2,17,8670,113
112,450,403,2,17,8670,113
112,451,403,2,17,8670,113
113,452,403,2,17,8670,113
113,453,402,3,16,8671,113
113,454,402,3,16,8671,113
113,455,402,3,16,8671,113
114,456,402,3,16,8671,113
114,457,402,3,16,8671,113
114,458,402,3,16,8671,113
114,459,402,3,16,8671,113
115,460,402,3,16,8671,113
115,461,402,3,14,8673,113
115,462,402,3,13,8674,113
115,463,402,3,12,8675,113
116,464,402,3,12,8675,113
116,465,402,3,10,8677,113
116,466,402,3,10,8677,113
116,467,402,3,10,8677,113
117,468,402,3,10,8677,113
117,469,402,3,10,8677,113
117,470,402,3,10,8677,113
117,471,402,2,11,8677,113
118,472,402,2,11,8677,113
118,473,402,2,11,8677,113
118,474,402,2,10,8678,113
118,475,402,2,10,8678,113
119,476,402,2,10,8678,113
119,477,402,2,10,8678,113
119,478,402,2,10,8678,113
119,479,402,2,10,8678,113
120,480,402,2,10,8678,113
120,481,402,1,10,8679,113
120,482,402,1,9,8680,113
120,483,402,0,10,8680,113
121,484,402,0,10,8680,113
121,485,402,0,9,8681,113
121,486,402,0,9,8681,113
121,487,402,0,9,8681,113
122,488,402,0,9,8681,113
122,489,402,0,9,8681,113
122,490,402,0,9,8681,113
122,491,402,0,9,8681,113
123,492,402,0,9,8681,113
123,493,402,0,9,8681,113
123,494,402,0,9,8681,113
123,495,402,0,9,8681,113
124,496,402,0,9,8681,113
124,497,402,0,9,8681,113
124,498,402,0,9,8681,113
124,499,402,0,9,8681,113
125,500,402,0,9,8681,113
125,501,402,0,9,8681,113
125,502,402,0,9,8681,113
