"name","mean","sd"
"a0","0.626260487409593","0.310553567456426"
"a1","1.57188629566925","0.806837140728548"
"b0","0.629245036210186","0.43971204771451"
"b1","1.63445822524362","1.15583300929187"
"sigma","0.320092649197288","0.0571813527696065"
"gamma","0.674942027549283","0.0820661120172144"
