"beta","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
5.87849967342643,0.105608048597692,1.22164172303983,9205,0.998913633894623,0.00108636610537751,0,0,1,-303.693206548866,0.620632353783595
6.64201989842064,0.104143786005974,1.21143864102269,9205,0.998913633894623,0.00108636610537751,0,0,1,-304.18554264461,0.93590629644536
5.28663429721739,0.113245572943483,1.21856245255682,9205,0.998913633894623,0.00108636610537751,0,0,1,-304.553168129921,0.519646843181968
5.4738725998978,0.110053765667539,1.23625248028026,9205,0.998913633894623,0.00108636610537751,0,0,1,-304.869851301263,0.871619611124235
6.42881465384175,0.105217293163918,1.2002284793132,9205,0.998913633894623,0.00108636610537751,0,0,1,-305.032243319451,1.10849365881636
5.27276777209177,0.115475295754345,1.20871786401024,9205,0.998913633894623,0.00108636610537751,0,0,1,-305.620592159674,0.896759935404405
6.17803226985396,0.10375575679564,1.24738664232884,9205,0.998913633894623,0.00108636610537751,0,0,1,-306.905813368827,1.90254333246884
6.82160921713339,0.100706889206366,1.2331559480406,9205,0.998913633894623,0.00108636610537751,0,0,1,-308.118437721449,1.1417342352463
6.76170933529434,0.102001820042223,1.26385193133276,9205,0.998913633894623,0.00108636610537751,0,0,1,-310.890597672382,8.5312046613896
6.32634285086301,0.0967225326111107,1.22816283360978,9205,0.998913633894623,0.00108636610537751,0,0,1,-312.867379290367,1.59842380978188
6.75599583611819,0.0962847184615277,1.26903345152003,9205,0.998913633894623,0.00108636610537751,0,0,1,-321.876859409849,1.92645036281189
4.44001229533088,0.118887214779234,1.22441330412214,9205,0.998913633894623,0.00108636610537751,0,0,1,-355.19152024467,0.837321666051887
7.66846263608561,0.0930146141850091,1.26120424376303,9205,0.998913633894623,0.00108636610537751,0,0,1,-357.33131522862,1.04626190982558
4.74718136377372,0.134149172937925,1.19968451191149,9205,0.998913633894623,0.00108636610537751,0,0,1,-358.864072625688,4.47283812511326
6.21266332540298,0.115326721036572,1.16356532636647,9205,0.998913633894623,0.00108636610537751,0,0,1,-364.069257572885,26.0854873762653
4.39189958862229,0.140430509183149,1.19006595805366,9205,0.998913633894623,0.00108636610537751,0,0,1,-365.400440286952,34.4853966143177
6.81192934697857,0.0966352160167891,1.28965757984612,9205,0.998913633894623,0.00108636610537751,0,0,1,-388.304031986815,2.02436366528884
4.22460099073188,0.142871016707847,1.1935723641951,9205,0.998913633894623,0.00108636610537751,0,0,1,-395.471770148643,4.5890395760096
5.04611247777016,0.109531023154961,1.24738287048332,9205,0.998913633894623,0.00108636610537751,0,0,1,-428.985908472399,121.989559083264
7.60731544197217,0.104535686887139,1.26828800152033,9205,0.998913633894623,0.00108636610537751,0,0,1,-464.65561504779,1.62176794555721
6.16312922040178,0.100919657326015,1.32508691804993,9205,0.998913633894623,0.00108636610537751,0,0,1,-494.737871315717,1.31158782030937
5.2379447331831,0.103074909123169,1.31419769193315,9205,0.998913633894622,0.00108636610537751,0,0,1,-504.834503271383,1.40066773682289
4.34795364751536,0.13588640122306,1.09343214107583,9205,0.998913633894623,0.00108636610537751,0,0,1,-510.359336846536,27.7242059618652
9.79543657895579,0.0876344699508786,1.27155162260131,9205,0.998913633894623,0.00108636610537751,0,0,1,-527.859012060273,84.4656411099723
6.39164728454534,0.0868051898735519,1.32404179005834,9205,0.998913633894623,0.00108636610537751,0,0,1,-686.181658589207,201.644461939134
6.65745375097687,0.0882557647329128,1.37237123397166,9205,0.998913633894623,0.00108636610537751,0,0,1,-734.086493926173,13.4065051682053
5.0594768581737,0.10646348616727,1.31311740184096,9205,0.998913633894623,0.00108636610537751,0,0,1,-760.877796532329,17.9806931640018
5.32407347079606,0.132296881380728,1.08804425686373,9205,0.998913633894623,0.00108636610537751,0,0,1,-763.303212406385,62.903015587542
3.02161479017647,0.178159877366098,1.04062052430516,9205,0.998913633894623,0.00108636610537751,0,0,1,-784.183839361675,99.6938159755167
2.98716424511145,0.209639796777036,1.06277527568774,9205,0.998913633894623,0.00108636610537751,0,0,1,-855.955843733943,55.4422874687215
2.68738516330862,0.247395830179769,1.16303495193576,9205,0.998913633894622,0.00108636610537751,0,0,1,-858.809230603278,306.083184222887
3.0976441681203,0.175674221351196,1.15927685381419,9205,0.998913633894622,0.00108636610537751,0,0,1,-863.102245869672,52.5185907113047
6.10942287648732,0.122877245028735,0.947307768898527,9205,0.998913633894623,0.00108636610537751,0,0,1,-895.447044135046,3.33193122612973
2.76814640441521,0.18926636569357,0.927624253809308,9205,0.998913633894623,0.00108636610537751,0,0,1,-904.248887014669,1.31998893231443
2.42207367968007,0.22271080502976,0.90064179517168,9205,0.998913633894623,0.00108636610537751,0,0,1,-911.168156450098,87.6601767068535
3.94433558177591,0.155806812063447,0.993166787184765,9205,0.998913633894623,0.00108636610537751,0,0,1,-942.292831194321,24.8038727546891
