day,cycle,susceptible,latent,infected,recovered,dead
0,0,9195,10,0,0,0
0,1,9195,10,0,0,0
0,2,9195,10,0,0,0
0,3,9195,10,0,0,0
1,4,9195,10,0,0,0
1,5,9195,10,0,0,0
1,6,9195,10,0,0,0
1,7,9195,10,0,0,0
2,8,9195,10,0,0,0
2,9,9195,9,1,0,0
2,10,9195,9,1,0,0
2,11,9195,9,1,0,0
3,12,9195,9,1,0,0
3,13,9195,9,1,0,0
3,14,9195,9,1,0,0
3,15,9195,9,1,0,0
4,16,9195,9,1,0,0
4,17,9195,9,1,0,0
4,18,9195,8,2,0,0
4,19,9195,8,2,0,0
5,20,9195,8,2,0,0
5,21,9195,7,3,0,0
5,22,9195,7,3,0,0
5,23,9195,7,3,0,0
6,24,9192,9,4,0,0
6,25,9190,11,4,0,0
6,26,9190,10,5,0,0
6,27,9190,10,5,0,0
7,28,9190,9,6,0,0
7,29,9188,9,8,0,0
7,30,9187,10,8,0,0
7,31,9182,14,9,0,0
8,32,9178,18,9,0,0
8,33,9176,19,10,0,0
8,34,9175,20,10,0,0
8,35,9173,22,10,0,0
9,36,9167,28,10,0,0
9,37,9166,29,10,0,0
9,38,9165,30,10,0,0
9,39,9165,29,11,0,0
10,40,9162,31,12,0,0
10,41,9159,33,13,0,0
10,42,9156,34,15,0,0
10,43,9147,42,16,0,0
11,44,9144,42,19,0,0
11,45,9142,42,21,0,0
11,46,9137,47,21,0,0
11,47,9134,48,23,0,0
12,48,9129,51,25,0,0
12,49,9124,54,27,0,0
12,50,9114,63,28,0,0
12,51,9093,80,32,0,0
13,52,9076,94,35,0,0
13,53,9053,115,37,0,0
13,54,9027,140,38,0,0
13,55,9015,149,41,0,0
14,56,9009,153,43,0,0
14,57,9000,159,46,0,0
14,58,8994,163,48,0,0
14,59,8980,173,52,0,0
15,60,8958,194,53,0,0
15,61,8936,212,57,0,0
15,62,8921,221,63,0,0
15,63,8897,236,72,0,0
16,64,8866,257,82,0,0
16,65,8838,274,93,0,0
16,66,8809,294,102,0,0
16,67,8772,323,110,0,0
17,68,8710,380,115,0,0
17,69,8671,409,125,0,0
17,70,8634,431,140,0,0
17,71,8576,480,149,0,0
18,72,8501,540,164,0,0
18,73,8429,602,174,0,0
18,74,8364,652,189,0,0
18,75,8279,721,205,0,0
19,76,8177,808,220,0,0
19,77,8101,861,242,1,0
19,78,8005,935,264,1,0
19,79,7859,1058,287,1,0
20,80,7739,1143,322,1,0
20,81,7651,1207,346,1,0
20,82,7553,1277,374,1,0
20,83,7467,1313,424,1,0
21,84,7403,1335,466,1,0
21,85,7333,1366,505,1,0
21,86,7251,1414,538,2,0
21,87,7106,1517,580,2,0
