"","x"
"a00",0.188674835587134
"a01",1.42743560120221
"a10",1.59961177727159
"a11",1.57045529183582
"pop",9205
"S_0",0.998913633894623
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
"sigma",0.26
"gamma",0.6
