day,cycle,contact_name,contact_covariate_X,individual_name,individual_covariate_Y,latent_time,infectious_time,serial_interval,time_before_hospitalisation
1,6,Individual3177,1.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
2,10,Individual2410,0.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
2,10,Individual3398,1.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
2,10,Individual4328,0.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
2,11,Individual3845,1.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
2,11,Individual1442,1.0,Individual303,0.0,1.8832826677979149,12.471634242202798,3.4856240179021256,0.0
3,13,Individual3635,1.0,Individual303,0.0,1.8832826677979149,12.471634242202798,3.4856240179021256,0.0
3,13,Individual6589,1.0,Individual303,0.0,1.8832826677979149,12.471634242202798,3.4856240179021256,0.0
3,13,Individual8387,1.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
3,13,Individual3073,0.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
3,14,Individual3695,1.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
3,14,Individual54,1.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
3,15,Individual6221,1.0,Individual303,0.0,1.8832826677979149,12.471634242202798,3.4856240179021256,0.0
3,15,Individual4238,0.0,Individual303,0.0,1.8832826677979149,12.471634242202798,3.4856240179021256,0.0
3,15,Individual7373,0.0,Individual7083,0.0,0.9700854011784301,33.87467760750171,-0.9822440039978986,0.0
4,19,Individual8964,1.0,Individual6847,1.0,0.0,21.62796194108493,-1.9988874356100175,16.52373940977145
4,19,Individual4706,1.0,Individual6847,1.0,0.0,21.62796194108493,-1.9988874356100175,16.52373940977145
5,20,Individual8678,1.0,Individual6847,1.0,0.0,21.62796194108493,-1.9988874356100175,16.27373940977145
5,20,Individual606,0.0,Individual6847,1.0,0.0,21.62796194108493,-1.9988874356100175,16.27373940977145
5,22,Individual2375,1.0,Individual6847,1.0,0.0,21.62796194108493,-1.9988874356100175,15.773739409771451
5,22,Individual836,1.0,Individual6847,1.0,0.0,21.62796194108493,-1.9988874356100175,15.773739409771451
