"a0","ws","wi","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
1.1751517581537,1.27856115976083,2.87443661532022,0.244380772284397,0.817756964860673,9205,0.998913633894623,0.00108636610537751,0,0,1,-272.854055595401,30.496308704191
0.894520814749472,1.65478412154222,6.67691130918008,0.24410937884138,0.784657343056854,9205,0.998913633894623,0.00108636610537751,0,0,1,-278.941185203587,1.12322904656381
1.17663846702849,1.74755045907307,4.11131662942889,0.236100011443051,0.827931174755127,9205,0.998913633894623,0.00108636610537751,0,0,1,-279.066288935905,25.3967204189016
0.778975027801146,2.63291954714921,12.9156994289735,0.237570736387092,0.788852490519976,9205,0.998913633894623,0.00108636610537751,0,0,1,-280.16632080101,27.4516909934585
0.71941615145604,1.38537855885863,1.47478936201384,0.249208001276464,0.744630935241381,9205,0.998913633894622,0.00108636610537751,0,0,1,-281.184458517747,28.7300068575632
0.321262521360592,3.1301509150127,27.7441342797481,0.246178736189989,0.737162982208764,9205,0.998913633894623,0.00108636610537751,0,0,1,-283.158446378037,79.958222672596
0.875634711683827,3.619605753743,1.31138412095196,0.274608542956997,0.802091360721626,9205,0.998913633894622,0.00108636610537751,0,0,1,-284.855157598766,58.2646775073224
0.589966265279762,8.57051358060045,0.292634601426907,0.289019748346442,0.685928613222132,9205,0.998913633894623,0.00108636610537751,0,0,1,-285.612590330774,53.8607466073329
0.429859352017864,0.760165410132187,2.50487303935322,0.306409848224307,0.690786995110198,9205,0.998913633894623,0.00108636610537751,0,0,1,-286.634888467284,22.9187158111569
1.81341642422326,4.38738439796077,0.804036306911857,0.22731316601449,0.854984103548366,9205,0.998913633894623,0.00108636610537751,0,0,1,-305.002569867867,3.41851031500686
0.938781002358229,2.46954714112507,2.55679256380237,0.254021927500461,0.807418560678773,9205,0.998913633894623,0.00108636610537751,0,0,1,-307.950595233424,0.645882457085409
1.20397329435743,2.30246755626033,0.650425697520971,0.234321894963932,0.79172922546806,9205,0.998913633894623,0.00108636610537751,0,0,1,-308.607313935074,0.744256081527394
0.303637534290603,9.53916899210115,7.40355811729611,0.27100443149781,0.7449409333599,9205,0.998913633894623,0.00108636610537751,0,0,1,-308.921913159883,28.3391150971966
3.79181875933231,5.12148088276159,1.08651171356024,0.207258739537052,0.875096745547497,9205,0.998913633894623,0.00108636610537751,0,0,1,-310.343611393944,1.00157072979931
0.367630414850897,5.81523548980595,6.30637521708974,0.231244327281991,0.721279917044221,9205,0.998913633894623,0.00108636610537751,0,0,1,-312.246713680994,59.1017309575089
1.434936431774,1.69394699582787,1.75581121023629,0.240287921903802,0.802176188809055,9205,0.998913633894623,0.00108636610537751,0,0,1,-312.380566042133,24.5597131179786
