"","x"
"a00",0.0128704141612395
"a01",0.901776977355114
"a10",1.21869208781197
"a11",4.60268741764089
"pop",9205
"S_0",0.998913633894623
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
"sigma",0.26
"gamma",0.6
