"a00","a01","a10","a11","pop","S_0","E_0","I_0","R_0","rho","sigma","gamma","loglik","loglik.se"
0.0128704141612395,0.901776977355114,1.21869208781197,4.60268741764089,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-452.874033505715,25.7941321628345
0.0200544499156553,0.899312327523184,0.737994294483836,4.35329987406666,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-486.335020684018,137.604992490067
0.0369711774751015,1.03867922352597,0.920552381933665,3.39475208256318,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-514.793946280348,32.7878764312625
0.0834123440246742,1.08677981319125,0.219327284422971,5.10586607750548,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-520.37063517565,108.73382669184
0.0309767652424992,0.71630855671328,1.31118604728576,4.73121686676565,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-524.519053355475,108.777456681997
2.98942705434559e-05,1.44900845493572,0.190467825554168,3.86834216465297,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-528.654814060618,83.5330331469178
0.0462903981943369,1.03720865169945,0.28667817373883,1.75971976612575,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-530.238856514527,217.963165392933
0.100090748500342,0.89720645846322,0.581535008401545,4.45477436999192,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-562.701743393866,81.6815680122886
0.0556556991205489,1.32854935269961,0.00244903275699114,9.09071148990628,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-590.332395857395,18.4622403589814
0.0587082557043612,0.990685657389584,0.448244358402042,3.43469632410527,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-598.052920005328,81.3804347158112
0.0758178698727759,0.579879690193047,1.45267545975397,4.34858544843569,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-626.969409680275,58.1637605661976
0.0691411157747463,0.95820685579056,0.955354055969713,7.80861923897236,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-627.621924016682,2.58136533939251
0.0112524803537325,1.2197217626156,0.36582024133899,3.44399580666562,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-633.454237980172,134.778524677352
0.0581820311823851,1.08502323500316,0.0833491974211891,6.18548996794446,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-665.500243762911,50.6566522830066
