"a0","ws","wi","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
0.634975289893704,5.86632892506244,19.4436258854824,0.189752096694333,0.809647587287764,9205,0.998913633894622,0.00108636610537751,0,0,1,-288.227222476352,2.60868370784647
0.0480440085270518,27.3845149290111,66.6782806222759,0.209565148253765,0.746627726164489,9205,0.998913633894623,0.00108636610537751,0,0,1,-295.065035442861,21.6580024312735
0.108317021277048,5.72525611197155,17.774183402507,0.217113849398524,0.693609309937609,9205,0.998913633894623,0.00108636610537751,0,0,1,-298.461707618016,21.75493308435
0.203257871765938,32.8242078975223,16.7959788684655,0.204163211374204,0.73452768489213,9205,0.998913633894623,0.00108636610537751,0,0,1,-299.357790135597,20.0407738047677
0.154966614278181,27.9491975960073,36.7480415276315,0.213096345166445,0.764533702541932,9205,0.998913633894623,0.00108636610537751,0,0,1,-316.572254186457,0.860660906865588
0.293605013542627,12.4821646957875,21.1881328186102,0.210618163571658,0.777584714429194,9205,0.998913633894622,0.00108636610537751,0,0,1,-317.338409584042,0.535057727159581
0.283749314255314,4.32868738403115,65.0796395840843,0.227596595318209,0.768062858400741,9205,0.998913633894623,0.00108636610537751,0,0,1,-319.099473126728,0.566448929462091
0.586885895294234,20.7131058284024,8.83146367820132,0.19910390331635,0.788578010517459,9205,0.998913633894623,0.00108636610537751,0,0,1,-319.125169363269,1.01840369058768
0.0770634710629779,24.3773906579421,36.7079229002978,0.214253327146813,0.729787734193234,9205,0.998913633894623,0.00108636610537751,0,0,1,-319.992445290986,0.516837551166106
0.143493281735682,41.3304489968618,299.566014338737,0.205203053652154,0.742639350686415,9205,0.998913633894623,0.00108636610537751,0,0,1,-320.087200124033,0.621951787577245
0.0556489562662196,24.240089668317,34.2775972901758,0.235906835793233,0.725336008603034,9205,0.998913633894623,0.00108636610537751,0,0,1,-322.245609043094,3.26780201821528
0.0947866504679064,8.71672184085204,14.3960560184931,0.266807639278265,0.646021356523829,9205,0.998913633894623,0.00108636610537751,0,0,1,-324.570435694156,3.43389351848429
0.0291782339295892,14.1282791214265,57.3887821902709,0.253986341557867,0.669102935819592,9205,0.998913633894623,0.00108636610537751,0,0,1,-325.358727023269,26.5195644423631
0.0350032473705482,159.312400126357,62.3160479144684,0.246264838542456,0.725600194555199,9205,0.998913633894623,0.00108636610537751,0,0,1,-325.800766305549,1.11445986989168
0.0552487436371642,3.21880874737914,41.5359710313023,0.291983024634843,0.656189874983599,9205,0.998913633894622,0.00108636610537751,0,0,1,-328.626405952894,1.93679447196223
0.137423528370876,5.61889597464929,16.3479014913811,0.206115128048441,0.751660060175002,9205,0.998913633894622,0.00108636610537751,0,0,1,-329.255374757634,95.1791502796285
0.227856243091762,6.19860653948437,7.56003704754228,0.226396474085055,0.762889529424632,9205,0.998913633894623,0.00108636610537751,0,0,1,-329.344791123567,22.6262583283262
0.0464943612545747,1.23138451485921,25.2627652003596,0.326632241203384,0.571251170605513,9205,0.998913633894623,0.00108636610537751,0,0,1,-329.733499438848,5.25970250610738
0.164168805395647,52.4386475268664,15.2210668101444,0.24266242773289,0.768379829539578,9205,0.998913633894623,0.00108636610537751,0,0,1,-331.707988289704,31.5854714336716
