day,cycle,susceptible,latent,infected,recovered,dead
21,87,4859,2591,1749,6,0
22,88,4691,2666,1842,6,0
22,89,4587,2656,1956,6,0
22,90,4470,2646,2082,7,0
22,91,4342,2657,2198,8,0
23,92,4165,2718,2313,9,0
23,93,4054,2726,2416,9,0
23,94,3970,2707,2518,10,0
23,95,3831,2755,2609,10,0
24,96,3668,2823,2703,11,0
24,97,3590,2801,2801,13,0
24,98,3517,2766,2909,13,0
24,99,3403,2739,3048,15,0
25,100,3308,2700,3181,16,0
25,101,3258,2651,3278,18,0
25,102,3199,2584,3402,20,0
25,103,3100,2556,3528,21,0
26,104,2998,2525,3660,22,0
26,105,2940,2458,3783,24,0
26,106,2866,2427,3887,25,0
26,107,2787,2410,3981,27,0
27,108,2707,2380,4086,32,0
27,109,2654,2333,4184,34,0
27,110,2610,2270,4290,35,0
27,111,2554,2225,4390,36,0
28,112,2472,2196,4495,42,0
28,113,2403,2165,4590,46,1
28,114,2350,2114,4688,52,1
28,115,2285,2083,4781,55,1
29,116,2220,2049,4872,63,1
29,117,2177,1973,4982,72,1
29,118,2120,1928,5078,78,1
29,119,2050,1914,5157,83,1
30,120,1992,1869,5255,88,1
30,121,1958,1813,5336,97,1
30,122,1907,1783,5406,107,2
30,123,1849,1752,5481,121,2
31,124,1795,1724,5554,129,3
31,125,1753,1701,5614,134,3
31,126,1709,1670,5681,141,4
31,127,1651,1634,5756,160,4
32,128,1590,1627,5811,173,4
32,129,1547,1582,5882,190,4
32,130,1498,1555,5938,209,5
32,131,1456,1528,5994,222,5
33,132,1401,1512,6041,246,5
33,133,1357,1478,6098,267,5
33,134,1316,1455,6144,284,6
33,135,1275,1428,6184,311,7
34,136,1241,1391,6236,330,7
34,137,1212,1366,6265,354,8
34,138,1182,1337,6299,378,9
34,139,1142,1311,6341,401,10
35,140,1104,1294,6355,439,13
35,141,1066,1270,6388,466,15
35,142,1028,1250,6414,497,16
35,143,989,1222,6455,523,16
36,144,952,1198,6481,558,16
36,145,921,1162,6506,599,17
36,146,897,1127,6514,650,17
36,147,867,1115,6522,683,18
37,148,842,1087,6535,722,19
37,149,811,1058,6553,762,21
37,150,790,1038,6544,812,21
37,151,768,1015,6550,851,21
38,152,743,985,6547,907,23
38,153,725,953,6555,949,23
38,154,708,919,6547,1008,23
38,155,690,894,6538,1060,23
39,156,675,857,6533,1117,23
39,157,661,826,6531,1164,23
39,158,647,802,6511,1221,24
39,159,628,777,6511,1265,24
40,160,613,763,6485,1319,25
40,161,596,751,6459,1372,27
40,162,574,733,6443,1427,28
40,163,560,709,6430,1478,28
41,164,547,684,6404,1540,30
41,165,534,671,6361,1609,30
41,166,522,648,6330,1673,32
41,167,506,627,6313,1727,32
42,168,487,613,6281,1791,33
42,169,473,601,6232,1865,34
42,170,463,584,6203,1920,35
42,171,450,564,6168,1986,37
43,172,444,547,6116,2059,39
43,173,430,545,6057,2131,42
43,174,425,528,6008,2202,42
43,175,415,508,5956,2283,43
44,176,404,498,5891,2366,46
44,177,395,478,5861,2424,47
44,178,389,462,5812,2492,50
44,179,384,443,5762,2566,50
45,180,379,422,5721,2633,50
45,181,373,400,5671,2711,50
45,182,368,386,5619,2780,52
45,183,362,375,5560,2852,56
46,184,358,360,5492,2937,58
46,185,348,343,5442,3013,59
46,186,345,337,5375,3088,60
46,187,341,329,5297,3177,61
47,188,336,313,5227,3267,62
47,189,331,297,5169,3343,65
47,190,327,284,5107,3421,66
47,191,321,272,5048,3496,68
48,192,318,265,4984,3569,69
48,193,312,259,4914,3650,70
48,194,312,250,4843,3728,72
48,195,305,245,4774,3807,74
49,196,301,234,4717,3877,76
49,197,297,227,4644,3961,76
49,198,295,214,4582,4036,78
49,199,293,205,4516,4113,78
50,200,288,198,4448,4192,79
50,201,285,196,4358,4285,81
50,202,281,192,4297,4354,81
50,203,278,187,4237,4422,81
51,204,275,181,4183,4485,81
51,205,274,172,4113,4563,83
51,206,269,171,4029,4652,84
51,207,268,159,3977,4715,86
52,208,265,151,3899,4801,89
52,209,264,145,3831,4875,90
52,210,262,139,3760,4953,91
52,211,259,132,3694,5026,94
53,212,256,128,3616,5111,94
53,213,255,123,3553,5178,96
53,214,253,121,3481,5253,97
53,215,252,119,3420,5314,100
54,216,252,112,3362,5378,101
54,217,251,109,3291,5452,102
54,218,250,107,3228,5516,104
54,219,250,104,3158,5588,105
55,220,248,102,3094,5656,105
55,221,246,103,3028,5721,107
55,222,244,99,2967,5788,107
55,223,243,95,2902,5857,108
56,224,242,92,2843,5917,111
56,225,240,88,2792,5973,112
56,226,238,85,2739,6031,112
56,227,236,81,2676,6099,113
57,228,235,76,2613,6168,113
57,229,234,71,2564,6223,113
57,230,232,70,2513,6277,113
57,231,232,69,2454,6337,113
58,232,230,69,2394,6397,115
58,233,229,67,2351,6443,115
58,234,229,66,2288,6506,116
58,235,226,68,2235,6559,117
59,236,226,64,2182,6615,118
59,237,224,61,2141,6661,118
59,238,222,62,2090,6712,119
59,239,222,59,2054,6750,120
60,240,221,58,2009,6797,120
60,241,219,60,1966,6839,121
60,242,219,56,1920,6889,121
60,243,218,54,1875,6936,122
61,244,216,55,1825,6986,123
61,245,216,52,1794,7020,123
61,246,216,50,1758,7058,123
61,247,214,50,1723,7095,123
62,248,213,49,1683,7137,123
62,249,213,47,1643,7178,124
62,250,213,45,1591,7231,125
62,251,212,42,1547,7279,125
63,252,211,42,1514,7312,126
63,253,211,42,1461,7362,129
63,254,210,40,1430,7396,129
63,255,210,39,1398,7428,130
64,256,208,39,1361,7466,131
64,257,208,35,1331,7500,131
64,258,208,33,1297,7536,131
64,259,207,33,1256,7577,132
65,260,207,31,1225,7607,135
65,261,207,28,1201,7633,136
65,262,204,31,1173,7661,136
65,263,204,28,1148,7688,137
66,264,204,27,1107,7730,137
66,265,204,26,1064,7773,138
66,266,204,26,1031,7806,138
66,267,203,27,1001,7836,138
67,268,202,26,979,7857,141
67,269,202,25,962,7875,141
67,270,200,25,935,7903,142
67,271,200,24,910,7928,143
68,272,200,23,884,7955,143
68,273,200,23,862,7977,143
68,274,200,21,832,8009,143
68,275,200,20,808,8034,143
69,276,197,21,790,8054,143
69,277,197,20,773,8072,143
69,278,197,18,742,8105,143
69,279,197,16,718,8131,143
70,280,196,16,701,8149,143
70,281,196,14,687,8164,144
70,282,196,13,669,8183,144
70,283,196,11,652,8202,144
71,284,196,11,637,8217,144
71,285,195,11,619,8236,144
71,286,195,11,594,8261,144
71,287,195,11,582,8273,144
72,288,195,10,554,8302,144
72,289,195,9,536,8321,144
72,290,195,8,524,8334,144
72,291,194,8,507,8352,144
73,292,194,8,498,8361,144
73,293,194,8,489,8370,144
73,294,194,8,476,8383,144
73,295,194,7,467,8393,144
74,296,194,6,451,8409,145
74,297,194,5,443,8418,145
74,298,194,5,431,8430,145
74,299,194,4,416,8445,146
75,300,194,4,410,8451,146
75,301,194,4,401,8460,146
75,302,193,5,386,8475,146
75,303,193,5,382,8479,146
76,304,193,4,368,8494,146
76,305,191,5,361,8502,146
76,306,191,5,355,8508,146
76,307,191,5,345,8518,146
77,308,191,5,336,8527,146
77,309,191,5,329,8534,146
77,310,191,5,321,8542,146
77,311,191,5,311,8552,146
78,312,191,5,302,8560,147
78,313,191,5,297,8565,147
78,314,191,5,290,8572,147
78,315,191,4,282,8581,147
79,316,190,5,270,8593,147
79,317,189,6,262,8600,148
79,318,189,5,254,8609,148
79,319,188,6,249,8613,149
80,320,188,6,242,8620,149
80,321,188,6,234,8628,149
80,322,188,6,226,8636,149
80,323,188,6,221,8641,149
81,324,187,6,215,8648,149
81,325,187,5,210,8654,149
81,326,187,3,204,8662,149
81,327,187,3,197,8669,149
82,328,187,3,189,8677,149
82,329,187,3,181,8685,149
82,330,187,3,171,8695,149
82,331,187,3,165,8701,149
83,332,187,3,156,8710,149
83,333,187,3,152,8714,149
83,334,187,2,149,8718,149
83,335,187,1,148,8719,150
84,336,187,1,145,8722,150
84,337,187,1,141,8726,150
84,338,187,1,135,8732,150
84,339,187,1,131,8736,150
85,340,187,1,128,8739,150
85,341,187,1,123,8744,150
85,342,187,1,122,8745,150
85,343,187,1,118,8749,150
86,344,187,1,117,8750,150
86,345,187,1,116,8751,150
86,346,187,1,113,8754,150
86,347,187,1,110,8757,150
87,348,187,1,104,8763,150
87,349,187,1,102,8765,150
87,350,187,1,101,8766,150
87,351,187,1,99,8768,150
88,352,187,0,99,8769,150
88,353,187,0,97,8771,150
88,354,187,0,95,8773,150
88,355,187,0,94,8774,150
89,356,187,0,89,8779,150
89,357,187,0,86,8781,151
89,358,187,0,83,8784,151
89,359,187,0,80,8787,151
90,360,187,0,77,8790,151
90,361,187,0,70,8797,151
90,362,187,0,69,8798,151
90,363,187,0,68,8799,151
91,364,187,0,64,8803,151
91,365,187,0,58,8809,151
91,366,187,0,56,8811,151
91,367,187,0,53,8814,151
92,368,187,0,52,8815,151
92,369,187,0,50,8817,151
92,370,187,0,47,8820,151
92,371,187,0,47,8820,151
93,372,187,0,46,8821,151
93,373,187,0,45,8822,151
93,374,187,0,42,8825,151
93,375,187,0,40,8827,151
94,376,187,0,39,8828,151
94,377,187,0,37,8830,151
94,378,187,0,36,8831,151
94,379,187,0,35,8832,151
95,380,187,0,34,8833,151
95,381,187,0,34,8833,151
95,382,187,0,32,8835,151
95,383,187,0,31,8836,151
96,384,187,0,31,8836,151
96,385,187,0,31,8836,151
96,386,187,0,30,8837,151
96,387,187,0,30,8837,151
97,388,187,0,30,8837,151
97,389,187,0,30,8837,151
97,390,187,0,30,8837,151
97,391,187,0,30,8837,151
98,392,187,0,30,8837,151
98,393,187,0,30,8837,151
98,394,187,0,29,8838,151
98,395,187,0,28,8839,151
99,396,187,0,28,8839,151
99,397,187,0,28,8839,151
99,398,187,0,26,8841,151
99,399,187,0,25,8842,151
100,400,187,0,25,8842,151
100,401,187,0,25,8842,151
100,402,187,0,24,8843,151
100,403,187,0,24,8843,151
101,404,187,0,23,8844,151
101,405,187,0,21,8846,151
101,406,187,0,21,8846,151
101,407,187,0,21,8846,151
102,408,187,0,20,8847,151
102,409,187,0,20,8847,151
102,410,187,0,20,8847,151
102,411,187,0,20,8847,151
103,412,187,0,20,8847,151
103,413,187,0,20,8847,151
103,414,187,0,20,8847,151
103,415,187,0,20,8847,151
104,416,187,0,17,8850,151
104,417,187,0,16,8851,151
104,418,187,0,15,8852,151
104,419,187,0,15,8852,151
105,420,187,0,15,8852,151
105,421,187,0,15,8852,151
105,422,187,0,15,8852,151
