"a0","a1","b0","b1","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
0.0974526953939961,20.5982551728686,1.03176384909656,23.7555086587314,0.917473448721005,0.716555916362955,9205,0.998913633894623,0.00108636610537751,0,0,1,-264.675797437695,34.0598486831322
1.77350290003317,0.213523360947448,1.76660217107481,0.118320066596234,0.607573008500018,0.747061994194436,9205,0.998913633894623,0.00108636610537751,0,0,1,-271.916605643835,204.932235963386
0.262227908818124,12.7021080408012,0.509016961932735,8.51192213972625,0.767788484744644,0.71571263511976,9205,0.998913633894623,0.00108636610537751,0,0,1,-294.77470989928,244.988826496462
0.227845370996943,2.52214819234618,0.699513197658977,6.33596111505888,0.945754744684819,0.687967554796019,9205,0.998913633894623,0.00108636610537751,0,0,1,-295.604209060145,2.72566940166622
0.118603784105984,34.1698835236577,0.0502317531915286,39.5202158017229,1.10579563176347,0.701273095243866,9205,0.998913633894623,0.00108636610537751,0,0,1,-299.500472796918,98.4799124728997
0.485172634547647,9.18158386578415,0.177462770225488,5.3615614607629,0.832785564787357,0.721975032218218,9205,0.998913633894623,0.00108636610537751,0,0,1,-300.468025001894,1.73196842214205
0.159679380992865,9.46469713027724,0.110067662151852,20.7194489674918,0.976586403619484,0.672700883948543,9205,0.998913633894623,0.00108636610537751,0,0,1,-302.944735257304,28.3292528516048
0.26954367942318,8.06053568605505,1.25692588877945,43.1891363126438,0.84919951085097,0.739974201575203,9205,0.998913633894623,0.00108636610537751,0,0,1,-303.839477240433,31.0406861613304
0.295681187864235,7.83468026099562,0.720336917738109,17.7629150526531,0.752253450298211,0.720906864291313,9205,0.998913633894623,0.00108636610537751,0,0,1,-304.382601112064,25.9942217225817
0.714726337965105,11.0054752428331,0.638649467201225,3.39193739091814,0.83768141461193,0.706340277665759,9205,0.998913633894623,0.00108636610537751,0,0,1,-308.95632987158,152.326061909026
0.697468181795298,20.3498060243701,0.00607512197635629,15.5337947409563,1.42851210741498,0.683653896261665,9205,0.998913633894623,0.00108636610537751,0,0,1,-322.682875594952,21.4484940754618
0.898818362240175,14.0609970438281,0.20217554510337,3.7954562314067,0.638880377629907,0.723423429106901,9205,0.998913633894623,0.00108636610537751,0,0,1,-325.690708143649,286.542185584871
0.284866554359891,41.0910889528029,0.133421037634306,16.7417273483687,0.75884282780692,0.708616162881196,9205,0.998913633894623,0.00108636610537751,0,0,1,-329.769313355838,90.3682146660392
1.16907820199149,16.301755753119,0.254055591515786,2.13906246152579,0.799543634643169,0.713168522038383,9205,0.998913633894623,0.00108636610537751,0,0,1,-334.898551827997,2.39967515475794
0.428555286822278,3.61969082878196,0.676216750618499,7.04021218790217,0.924439476568305,0.716477855315013,9205,0.998913633894623,0.00108636610537751,0,0,1,-337.986548441778,90.2385332299699
