"beta","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
2.62290303278556,0.528112739908974,1.88571649965344,9205,0.998913633894623,0.00108636610537751,0,0,1,-938.903521078693,79.0094706038718
1.92815164297842,1.15315733629282,1.40420474105265,9205,0.998913633894623,0.00108636610537751,0,0,1,-1061.77874480057,216.791714664611
1.72746897553955,1.05534973043133,1.59776296113487,9205,0.998913633894623,0.00108636610537751,0,0,1,-1118.26497509374,34.5077468832034
1.72428044224711,0.821975328286183,1.50437878097253,9205,0.998913633894623,0.00108636610537751,0,0,1,-1144.94452296074,374.66176438987
1.31151208279987,2.49045337319248,1.22504752888833,9205,0.998913633894623,0.00108636610537751,0,0,1,-1235.66000321541,48.9282238523989
1.82636618318691,0.809679030004513,1.18253720545297,9205,0.998913633894623,0.00108636610537751,0,0,1,-1301.75705155959,34.6439697339712
9.29929465058001,0.132769126420478,0.52509544210558,9205,0.998913633894622,0.00108636610537751,0,0,1,-1470.47328122236,59.4915842984232
1.41641947993105,0.866486304740323,1.46556659921664,9205,0.998913633894623,0.00108636610537751,0,0,1,-1509.44753076036,58.4235663458241
1.99485751212733,3.67121733343106,2.63753243526003,9205,0.998913633894623,0.00108636610537751,0,0,1,-1511.23421853755,111.610053552009
1.45533737170681,0.465763994261146,1.61965140873849,9205,0.998913633894623,0.00108636610537751,0,0,1,-1553.37534820705,56.5409154196936
1.54781263354201,0.682704306847453,0.691764576191337,9205,0.998913633894623,0.00108636610537751,0,0,1,-1554.97380445674,27.8039035754548
1.55420287384879,0.674842566127578,2.12628515417686,9205,0.998913633894623,0.00108636610537751,0,0,1,-1641.39877665251,57.437123375505
0.837451578394175,1.12635130808522,1.00944555200573,9205,0.998913633894623,0.00108636610537751,0,0,1,-1651.84391170024,26.582249204477
1.46257568920688,3.18114038105165,0.962317320066296,9205,0.998913633894623,0.00108636610537751,0,0,1,-1661.9420517836,90.6880136525502
2.50999686373424,0.67822319665025,1.47957422268409,9205,0.998913633894623,0.00108636610537751,0,0,1,-1734.21881924464,31.0398013880629
0.61684252321362,1.48939085420032,0.718719940926477,9205,0.998913633894623,0.00108636610537751,0,0,1,-1761.9615381861,0.685691811080921
1.77715758973499,0.446245347535908,1.11272260705571,9205,0.998913633894623,0.00108636610537751,0,0,1,-1831.88437804155,26.3092897166473
2.74327691082122,0.825832038560339,1.53080187009185,9205,0.998913633894623,0.00108636610537751,0,0,1,-1883.4602051135,383.838912133047
0.622157435881808,0.946698785153557,0.873800453499122,9205,0.998913633894623,0.00108636610537751,0,0,1,-1945.61721922179,85.3741641799343
6.81885113940585,0.194972631434599,0.705679039926355,9205,0.998913633894623,0.00108636610537751,0,0,1,-2016.62397485767,1.48545842239957
3.24393110025424,0.506824556000039,1.28067008352042,9205,0.998913633894623,0.00108636610537751,0,0,1,-2066.35587898514,27.9864125575616
5.84031042414234,0.231287039747908,1.22674420570979,9205,0.998913633894623,0.00108636610537751,0,0,1,-2137.08023589897,23.5978662151461
5.00013451755627,0.251620872897828,0.405601454629515,9205,0.998913633894623,0.00108636610537751,0,0,1,-2168.70040255333,1.39687147047716
2.84743004531769,1.49620513628803,0.147178065233529,9205,0.998913633894623,0.00108636610537751,0,0,1,-2200.27521698993,2.27485487244938
3.26663902097023,0.397736070831276,0.453923166178106,9205,0.998913633894623,0.00108636610537751,0,0,1,-2244.15436619357,30.9545448921686
5.86279423415353,0.256218901348967,1.13837905688369,9205,0.998913633894623,0.00108636610537751,0,0,1,-2251.27911730775,50.5355113745878
5.02373648694428,0.328552381619248,0.31493788781415,9205,0.998913633894623,0.00108636610537751,0,0,1,-2311.26885755671,0.91677419613789
4.76749787790733,0.303942335197512,0.471278576677894,9205,0.998913633894623,0.00108636610537751,0,0,1,-2312.01046000102,0.68125893990627
1.48902506162646,0.455379819488928,1.12586476024816,9205,0.998913633894623,0.00108636610537751,0,0,1,-2355.427419902,36.8692089283795
4.89624722457591,0.910771014010345,3.24822370076303,9205,0.998913633894623,0.00108636610537751,0,0,1,-2391.07812001601,27.7911857500512
9.37442440824475,1.89903901811852,0.164021310663217,9205,0.998913633894623,0.00108636610537751,0,0,1,-2424.33065492194,52.4897733976704
3.22088962581642,0.883966967598019,1.70273895711749,9205,0.998913633894623,0.00108636610537751,0,0,1,-2431.20232085186,26.3144739705716
3.28664263044539,0.98351974970945,0.17934132043353,9205,0.998913633894623,0.00108636610537751,0,0,1,-2454.84291091882,1.31106725091083
2.00416570596601,0.912033339697543,0.210108727337084,9205,0.998913633894623,0.00108636610537751,0,0,1,-2529.00341253409,58.61770679703
0.43768600682137,0.915931838906166,2.54298261804735,9205,0.998913633894623,0.00108636610537751,0,0,1,-2599.87051883404,0.332751740020379
6.9504041592818,0.638188380200373,0.728852038424912,9205,0.998913633894623,0.00108636610537751,0,0,1,-2610.54370879035,112.281864125583
2.96945045533868,2.05504010240448,0.200566297520138,9205,0.998913633894623,0.00108636610537751,0,0,1,-2635.00999208481,0.354692393372659
0.00203391938250742,2.14391309430059,1.27961754880415,9205,0.998913633894623,0.00108636610537751,0,0,1,-2708.83520039872,0.903776181199964
3.62872657671911,1.08241922822028,0.784670070185207,9205,0.998913633894623,0.00108636610537751,0,0,1,-2752.28233330844,26.1976135405461
2.00766421960742,0.434840106195201,0.0525472355969306,9205,0.998913633894623,0.00108636610537751,0,0,1,-2779.44766477447,26.0674150112725
9.2744175924651,2.36170561742434,2.45533250504642,9205,0.998913633894623,0.00108636610537751,0,0,1,-2782.57261446131,0.172804220057099
7.02757732632207,3.58359758329828,1.02208992140801,9205,0.998913633894623,0.00108636610537751,0,0,1,-2782.99246830687,0.299003636446206
10.4330120707954,3.16242195022484,0.862480215010769,9205,0.998913633894623,0.00108636610537751,0,0,1,-2784.33620305357,0.466991206396256
1.5715186698492,1.44769906407905,0.538745124215396,9205,0.998913633894623,0.00108636610537751,0,0,1,-2785.02935023413,0.397273049347076
0.0799479204036089,0.0928842626891565,0.0165526636375025,9205,0.998913633894623,0.00108636610537751,0,0,1,-2832.51228323419,0.424696648825807
3.48291656132186,0.0296476857047264,0.354229946150531,9205,0.998913633894623,0.00108636610537751,0,0,1,-2870.90366913909,0.161177521530391
0.456856795190825,0.439758572995462,0.169410338570752,9205,0.998913633894623,0.00108636610537751,0,0,1,-2878.68697547008,0.460949345135974
0.7302849851208,0.839796136356936,0.0902489954867843,9205,0.998913633894623,0.00108636610537751,0,0,1,-3062.72585575453,0.420197153599411
2.49688171862538,2.02237178187448,0.00468533623870526,9205,0.998913633894623,0.00108636610537751,0,0,1,-3131.5157264719,0
2.31135485060664,1.57586792417658,0.0243770766712641,9205,0.998913633894623,0.00108636610537751,0,0,1,-3131.5157264719,0
