"a00","a01","a10","a11","pop","S_0","E_0","I_0","R_0","rho","sigma","gamma","loglik","loglik.se"
0.364935393128966,0.236693554669402,0.925386482032668,1.60213996448158,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-710.493965926779,141.876848419848
0.176996547654225,0.652265451984542,1.04598553409332,1.55334638703434,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-744.186203409998,221.720233125345
0.0782044500354944,0.741080088547043,1.44590764405255,1.42845923065647,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-776.437998822186,88.5758891535646
0.369281531763958,0.257521486048634,1.42460839200348,0.884394226341781,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-782.405025207446,25.5828997702003
0.378878517845445,0.125281994583632,1.47245328003257,2.05260948357799,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-811.077746534375,1.77099572766221
0.038633065752517,0.716310813295357,1.00791616057146,0.7639840426691,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-811.187298736515,198.614156088054
0.133812567729687,1.02879434425237,0.478612563701619,1.84791452191261,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-818.648860265048,197.367456372128
0.29124560159886,0.226680791257608,0.994934639098944,1.34342196462513,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-820.157432061978,23.0628583861321
0.225068755438399,0.3003656097002,1.39055588065279,0.515675498889465,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-846.641842987574,137.07858377572
0.369711300628265,0.424245175753927,0.593709822897311,1.76881837052143,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-848.67389545142,34.5751491672728
0.0724755702492719,0.535943372162199,1.75717671291526,1.92318459976929,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-850.06446723228,84.3168775804182
0.128158492192485,0.721293591975533,0.892196960367867,1.04747992007777,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-851.720774758954,142.848751933333
0.420527652160953,0.404734089952877,1.10213172504338,1.58753774243221,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-860.681800672004,22.7437469187013
0.164543548131014,0.450498984908864,1.13662599200881,1.31613019616622,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-882.878114119954,83.1088575909238
0.115756909356878,0.724890518812897,0.533024381544569,1.45177079493021,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-883.212270369915,85.8089828517497
0.327038188594594,0.390110789766796,0.943956916997939,0.520591825757098,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-885.074736499273,59.0745827416412
0.13721546986163,0.266325461214951,1.21433028064891,1.63797022957158,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-891.776587698525,57.613631001594
0.355916414027702,0.601146201411202,0.717549281320857,1.21727672245466,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-895.848162233157,29.219908563597
0.41408681571836,0.0877417737716716,0.869171575518633,1.61196358605418,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-914.508049412915,54.1309187892794
0.115167308996587,0.671691079091965,1.10921081175228,0.870367981663001,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-915.977416953741,3.2649618034214
0.226933526033627,0.448252386844159,0.821965779441581,1.31195207747417,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-918.683250928164,113.454552424206
0.439959382196903,0.00707387500046918,0.821751197619523,1.3646095547547,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-920.111458920723,26.6694012514471
0.143235574895621,0.216508676455693,1.96620726171908,1.13685820396147,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-950.966066621463,0.940602999799381
0.0830600850126868,0.582857132377592,0.710889927143843,1.69771478728506,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-951.043120183634,140.14547767606
0.220087794307457,1.01070805328593,0.762635386708544,1.06065541262194,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-956.953096986866,113.747029330881
0.386025682755632,0.484389034742473,1.00355796848295,1.39610927576815,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-966.346198130198,53.2913171866762
0.312826296953211,0.288872254119326,0.365060920833629,1.51817516731661,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-988.499784080806,56.4912291741855
0.52821912347743,0.142938960532739,0.736157734201432,1.49265407711711,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-994.120224061102,2.54366981323726
0.230775493883158,0.670628931912723,0.714769474550175,0.581454410946458,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-995.03428478027,23.821548257469
0.0860378231467026,0.84484426781291,0.339371538488229,1.49634515321951,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-998.132796139587,78.7790218535614
0.129457344116651,0.669797861338285,0.463300031456307,0.726704499810002,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1022.73297057516,115.264036508544
0.145802630187161,0.75919193956325,0.493316555583007,1.70604779021666,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1026.32409772952,27.3498888664548
0.16941009034702,0.338076829472832,0.870521203583647,1.27448502546012,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1027.92210134634,55.8828789773735
0.149054632053237,0.476025921269311,0.548880339362425,1.49936411921614,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1028.9183292286,78.1319063471732
0.271479485960574,0.83492280507294,0.883302395597937,1.83437879233143,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1031.84871163602,54.3269985478058
0.141959445827562,1.39546624336291,0.594015697160967,1.04731811716479,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1037.50054531806,53.1847274197837
0.393725592323648,1.08166024019828,0.389025676705309,0.991229685879161,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1066.13041795191,55.1805492292067
0.370864824888173,0.618708400633718,0.55103041507036,1.6735083025522,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1069.4792443357,21.3151910505132
0.363147301366043,0.649074995735746,1.23529288986131,1.28383936326381,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1069.51092930797,110.526384321538
0.049974701903793,0.616835590845138,1.14366901859967,0.955444009674465,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1088.95105688439,3.62548742338924
0.0721889811402035,0.389646967757823,1.66065005464493,0.735085811147955,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1092.80028249246,25.0155272273025
0.216863679762343,1.39972119521763,0.844235458538862,1.39219158320874,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1132.15825013531,57.1928346301689
0.566006038611191,0.667567105344165,0.859589073774143,1.65058364330783,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1134.50562220197,114.883336738231
0.00042935845722985,0.592899572307911,0.974168550506543,1.00759481478453,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1135.14461505709,23.9313883084611
0.457572992098593,0.586757951724336,0.874827700300875,0.626588906213003,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1140.31217318328,54.1039830477659
0.340288006047229,0.890018400581335,1.11544373626661,2.80134985011484,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-1172.46653135225,54.5647085263527
0.167845296299812,1.27702012079178,1.56239948122936,0.888511886971658,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1215.80988457492,51.5734266781112
0.676315087034462,0.457141891411106,1.13166875375082,1.00050854670394,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1302.35170634094,3.28057706926801
0.629971202104186,1.03233080223706,1.23097310843422,2.07566408868715,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-1304.25391949001,4.36353554615419
0.00295786930914711,0.0435253874587808,0.603422002623127,0.562543269624332,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-2098.81111359813,206.254933302824
