day,cycle,contact_name,contact_covariate_X,individual_name,individual_covariate_Y,latent_time,infectious_time,serial_interval,time_before_hospitalisation
1,7,Individual4969,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
1,7,Individual2474,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
1,7,Individual8070,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
2,11,Individual4736,0.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
2,11,Individual1791,0.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
2,11,Individual7186,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
2,11,Individual1193,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
3,12,Individual1119,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
3,14,Individual6203,1.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
3,14,Individual2978,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
3,15,Individual3831,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
3,15,Individual9087,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
3,15,Individual8111,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
4,16,Individual3589,1.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
4,16,Individual947,1.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
4,16,Individual3188,1.0,Individual7444,1.0,1.0959686940868603,20.722730648828104,6.655095489386556,0.0
4,17,Individual8737,0.0,Individual1660,1.0,3.843542605675455,33.6398220286182,6.915628191842412,0.0
4,17,Individual84,0.0,Individual1660,1.0,3.843542605675455,33.6398220286182,6.915628191842412,0.0
4,17,Individual2707,1.0,Individual1660,1.0,3.843542605675455,33.6398220286182,6.915628191842412,0.0
4,17,Individual4196,1.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
4,17,Individual5071,1.0,Individual3182,0.0,2.4606748699191066,25.91930267484953,6.159250719506931,0.0
