"","x"
"a0",1.77227577142737
"a1",2.83621383957218
"b0",1.30227816023102
"b1",0.806755049503036
"sigma",0.183385039358789
"gamma",0.867862417214051
"pop",9205
"S_0",0.998913633894623
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
