day,cycle,contact_name,contact_covariate_X,individual_name,individual_covariate_Y,latent_time,infectious_time,serial_interval,time_before_hospitalisation
3,12,Individual2208,0.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
3,12,Individual6562,1.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
3,13,Individual7823,0.0,Individual329,1.0,2.7955883662220664,15.426423464686746,2.025203284081681,0.0
3,14,Individual6777,1.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
3,14,Individual9176,0.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
3,14,Individual300,0.0,Individual329,1.0,2.7955883662220664,15.426423464686746,2.025203284081681,0.0
3,15,Individual4854,1.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
4,16,Individual5180,0.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
4,16,Individual395,1.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
4,16,Individual7283,0.0,Individual329,1.0,2.7955883662220664,15.426423464686746,2.025203284081681,0.0
4,16,Individual5872,1.0,Individual4473,1.0,1.0683535228102614,26.47560260517477,-1.568953842342915,0.0
4,18,Individual49,0.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
4,18,Individual5181,0.0,Individual2520,1.0,4.205251075298004,16.66523286290074,2.941454546416101,12.001734644739473
4,18,Individual4801,1.0,Individual5876,1.0,4.241671745014737,14.911201988866312,8.708293723010552,14.019776932325037
4,19,Individual1684,1.0,Individual4439,0.0,4.10815436809542,20.519952550763712,0.9963476265224975,0.0
4,19,Individual1867,1.0,Individual4439,0.0,4.10815436809542,20.519952550763712,0.9963476265224975,0.0
4,19,Individual2522,1.0,Individual4439,0.0,4.10815436809542,20.519952550763712,0.9963476265224975,0.0
4,19,Individual8919,0.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
4,19,Individual4208,1.0,Individual8217,1.0,2.673170443338527,18.97726088550738,1.7557929986234364,0.0
4,19,Individual3945,0.0,Individual2520,1.0,4.205251075298004,16.66523286290074,2.941454546416101,11.751734644739473
4,19,Individual582,1.0,Individual2520,1.0,4.205251075298004,16.66523286290074,2.941454546416101,11.751734644739473
4,19,Individual9134,0.0,Individual5876,1.0,4.241671745014737,14.911201988866312,8.708293723010552,13.769776932325037
