"","x"
"a0",0.113436906464708
"ws",5.44163254587616
"wi",23.7593099200455
"sigma",0.363064997837642
"gamma",1.13688787953281
"pop",9205
"S_0",0.998913633894623
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
