"a00","a01","a10","a11","pop","S_0","E_0","I_0","R_0","rho","sigma","gamma","loglik","loglik.se"
0.285003694220365,1.06991382086122,2.53279038787828,0.748573159960523,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.3588603740283,0.127206497890304
0.691793002628206,0.290980984654508,1.20288580751445,0.674491488706383,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.3593221921962,0.121376692298862
0.747900696374454,0.0805479969514995,1.64084059624407,1.77735612347635,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.3789317713938,0.179180264114482
0.921741118026048,0.0167929542308898,0.930391536851032,1.75613281953047,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.3958035638655,0.248942251966566
0.735090006785108,0.0919990464450751,1.86855080328277,1.26097030173543,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.421020058233,0.229016783966994
0.612205426420061,0.218539597763922,1.8406926124171,1.32499817251579,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.4382022941463,0.226813426446604
0.241613920473812,1.02752985913633,2.32962370955922,0.937268716725534,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.4538782960112,0.131917937510547
0.698034025826529,0.340986544112722,1.75548864141136,1.10101625803238,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.4700333295189,0.106509862931825
0.79847574633736,0.0970383761927949,0.927546996316758,1.91400942447655,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.4910555469018,0.109990233931926
0.562840585890998,0.237414556697363,1.86745695728022,2.88648300273911,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.5014094987728,0.157336417290162
0.633869915034082,0.423382830233391,1.42181290460411,1.1072334280695,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.5175163155079,0.163304149745056
0.620467180855979,0.411224139695065,1.43199600759392,0.629565050273244,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.5377949936579,0.158989504118054
1.01968986081578,0.0285431047720893,0.846122922692804,1.25769043283197,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.5460155186467,0.10795324699588
0.352884606919224,0.810573570961473,2.38220163667776,1.27738332977815,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.5469733989972,0.0829448993692735
0.198634366299767,1.34096490944214,2.11992149780781,1.17628990309801,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.566474875546,0.114951133073546
0.0112860245630258,1.74650039741163,3.46928700920299,1.1810877728871,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.5821236537458,0.170073516983491
0.735151705940312,0.280903811830755,1.25554032584135,1.33369868610869,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.591269426912,0.17054670097729
0.764809077402039,0.22197486629642,1.1269574427444,0.674596111339216,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6026084812307,0.120198701829934
0.728223057014531,0.507144985148142,1.17979729694185,1.16311314395207,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.606692960103,0.135896806141028
0.654156119089434,0.420385288255909,1.98267326450559,1.39309750260092,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6124487544447,0.152213762158791
0.977257659670095,0.263558357921157,0.565317705641978,0.590908877867762,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.61719010241,0.242253902631895
0.613571687260965,0.424574672696903,1.38730783377824,2.12407334953555,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6195674775839,0.139397582163178
0.791217008138138,0.0802280611024774,3.0899998426719,1.23250228235329,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6244488665536,0.257892748572206
0.644626664348204,0.0714699516882133,2.1591112807855,1.40892682258044,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6420673626425,0.0789309942294018
0.519788735423274,0.590693959124398,1.45669253728179,1.49390349439875,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6456591710399,0.105472718284048
0.742920013986147,0.0255750271141838,1.0305774843865,2.28503883579184,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6490096076478,0.122831232666825
0.305588768888549,0.895318661371336,2.26169612154945,0.925246697256591,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.6663848021378,0.101653746922308
0.564475650457887,0.445707396423283,2.0286067536673,2.1600491368899,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.6708606511735,0.116606205099063
0.504372260979556,0.170121726372908,2.23100053878247,2.94796672434194,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6793041496186,0.21265965623513
0.707635711004879,0.889876669302038,0.261187032125333,0.873649596766838,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.6877103358896,0.144322442544979
0.226041370620114,1.40968831227519,2.24678457999177,1.65985133682415,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7007606381656,0.121394418221094
0.730557462253785,0.192414245505749,1.40108015364215,0.936986148957203,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.707275023329,0.204105160478438
0.897424342004901,0.331518258432175,0.492809615570907,1.46993280778951,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7148028609958,0.113297643985573
0.769880212459069,0.00437863038838995,1.71273929809947,1.00216162988198,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7221013712475,0.14571387081265
0.0476302224540277,1.15348576997854,5.59579338701515,1.65143857372808,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7299943648153,0.133411507675551
0.346003969184535,0.729742438896191,2.30181333144189,1.27834846356386,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7331677174148,0.108467746714102
0.82095344591617,0.322523806322471,1.08592697544819,0.617969805301734,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7345037356493,0.125870851858757
0.442380850001854,0.495520418719368,1.69048246528517,2.17038100163033,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7369411959453,0.179282488495948
0.56967356668433,1.03397478078233,0.449167555617231,1.22941620122906,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7492900045093,0.0552353767213444
0.517343625890811,0.679133065262621,2.38858852716185,1.89868102563065,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.759066470593,0.127006339414511
0.750225266010601,0.200711893772858,1.23307717906856,1.12775686885156,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7627016743503,0.121086981458005
0.678881779252032,0.4912868916484,1.0176619776533,1.31871482056959,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7634055598967,0.112889483971466
0.628437575350981,0.30062987468013,2.23567971689732,2.17876215215878,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7650279337314,0.175284249556614
0.398642029503426,1.40074638512674,0.582283690512278,1.25530170262053,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7658748717478,0.170223876898271
0.290229344560668,1.13058883725774,1.52905893150085,1.04742872585221,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7749427151291,0.157786057634757
0.97830387265185,0.0645154753784298,0.785869721123195,0.786058995415781,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7794386106833,0.134333221667177
0.561049058799432,0.566334032913187,0.885185002718508,1.13179413519586,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.7829604240981,0.103055496826339
0.894580306421409,0.446185840105505,0.538494100563629,1.05278226245335,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.795925775766,0.121621655368189
0.0267117781955195,2.32772053229542,1.44049125061291,0.936935520585249,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8113129851846,0.206389171356163
0.528472302754382,0.580825006328547,1.25757181477348,0.850883290000843,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8186142399284,0.135379822949375
0.763872014710432,0.392747573564696,0.705089632831364,1.00339767918776,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8250490542723,0.0839513161045054
0.733965503113365,0.202531649449814,0.701589229793949,1.96846159891951,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8256292516412,0.0859233326782832
0.479491344414525,1.03209939179513,0.990052499426161,1.22621057941287,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8268238607294,0.111354627913806
0.807257519408839,0.686207375343622,0.590666770879226,1.56134456264531,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8352621775832,0.220234789942461
0.404384784669056,1.26285658018106,1.14674829058027,1.70170352467552,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.8633040612356,0.0934397755870862
0.174142176538227,1.59147753721516,1.5510536995253,1.28019898415292,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8723418081091,0.116576318759061
0.78594811210652,0.631619018509748,0.405006909692319,1.71109808794282,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8759805645291,0.160450850651258
0.417652804087633,0.968013868218393,1.45492486484514,1.06582872377927,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8783239910685,0.177893016097624
0.0166584443953099,1.79242947196281,2.66935216994146,3.60629769801353,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8804594126706,0.125353417583314
0.256256301532242,1.98987889502344,1.1805208517473,1.07262392873547,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8816641345067,0.0790444781463758
0.112863389360566,1.75437016382889,2.34567049064764,3.76048415767957,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8896419433975,0.0894642368298876
0.147102608391436,1.19548203329376,2.4899017850186,1.46737099939581,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.8901793912501,0.147865128198086
0.466310518882186,0.801880543109132,2.39320877522248,2.24782132997991,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.898769923524,0.109032453006231
0.118640861858839,1.22397165957734,2.11294581819367,0.628524725422744,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9016667385131,0.148608219293034
0.728914951861378,0.359299656943152,2.20657215262846,1.31697374128535,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9043504016649,0.146927553050044
0.318076927575367,1.40867615890647,0.906509013357829,2.04621262722532,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9093568620421,0.0953190799761286
0.720345384239426,0.118807598098792,1.37295829561663,1.04016879947691,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.925435090075,0.118983135354857
0.0501238882337314,3.49359248063251,1.59240079015694,1.40904728628681,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9420049127855,0.149461011478312
0.151716661315465,1.77477972906435,2.78721279408397,0.691036256383568,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9428674721691,0.149220549611128
0.209102204030089,1.44230687916978,1.20130043722585,1.93728148597607,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9472294557592,0.126574167568574
0.189836558132596,1.11007985946154,1.65621280028391,1.69245421757991,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9535538166112,0.129691916450646
0.82461111466956,0.487314032228314,0.377362972464501,1.9262113542928,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.9543935827889,0.0913854346517277
0.13243079995795,2.3788092603936,1.55762009916134,1.12931487758988,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9599538656312,0.150965920346617
0.402271549510283,1.23674853522076,0.571346029317588,0.955725700276518,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9775509404211,0.119124801542968
0.223040030814851,1.08015062580548,2.43154012121048,0.822604228705236,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9782713507454,0.108157065085525
0.369177076789601,1.31364954294186,0.630657592580986,1.53806774714983,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9810543089438,0.107550029557255
0.343255648149021,0.927245439952453,3.69591046040598,0.901108801962263,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-48.9898575978263,0.173506458240951
0.323842611331746,1.13675181185601,0.94158711225584,0.799089229135428,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-48.9914901557235,0.20641144970211
0.541635181556638,0.639438727715683,0.561557148532454,1.02108158260191,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.0235628117947,0.117210942896806
0.043539302419344,1.39158086877974,2.11711970147146,0.824387542864918,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-49.0366758667768,0.086084855627531
0.227622711901975,1.84486860945299,1.25089493721062,2.10802396756288,9205,0.998913633894622,0.00108636610537751,0,0,1,0.26,0.6,-49.0379507730963,0.152963471705244
0.0873038625811708,2.09200582125751,0.943866494241709,1.947582301281,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.0520036624391,0.144033690438198
0.36887228047473,1.66289356649907,0.464821438563586,1.5211858582017,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.0975272805671,0.0817020198450354
0.728688894679121,0.227258971211881,0.79238933724857,0.979578057793938,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.0990622507175,0.0788730440394467
0.835693663147663,0.341823095066726,1.21547004006876,1.89369379641597,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.1305248672985,0.0786591019285183
0.547541907075284,1.39263607975575,0.810257221518095,1.94187954265892,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.2117518511969,0.138331958073788
0.464136079612751,0.893710353735087,0.70751182090226,1.64808101893264,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.2388483295064,0.0753695860112222
0.240432309996246,2.25893872525051,1.06023635194993,2.12597003200808,9205,0.998913633894623,0.00108636610537751,0,0,1,0.26,0.6,-49.2517150626866,0.122163766268636
