day,cycle,susceptible,latent,infected,recovered,dead
29,117,3706,1746,3663,90,0
29,118,3654,1726,3730,95,0
29,119,3587,1714,3800,104,0
30,120,3514,1696,3887,108,0
30,121,3436,1698,3951,120,0
30,122,3371,1690,4017,127,0
30,123,3292,1694,4084,135,0
31,124,3190,1719,4149,147,0
31,125,3130,1717,4201,156,1
31,126,3071,1710,4258,165,1
31,127,2992,1713,4318,181,1
32,128,2909,1730,4372,193,1
32,129,2850,1723,4427,204,1
32,130,2785,1713,4491,215,1
32,131,2706,1725,4537,236,1
33,132,2623,1737,4595,249,1
33,133,2568,1718,4649,267,3
33,134,2505,1715,4692,290,3
33,135,2441,1695,4762,304,3
34,136,2365,1706,4813,317,4
34,137,2306,1693,4857,345,4
34,138,2268,1670,4897,366,4
34,139,2220,1656,4932,392,5
35,140,2177,1628,4981,414,5
35,141,2133,1592,5038,437,5
35,142,2090,1554,5097,459,5
35,143,2036,1538,5141,485,5
36,144,1969,1543,5174,514,5
36,145,1917,1523,5217,543,5
36,146,1882,1490,5256,572,5
36,147,1829,1485,5278,605,8
37,148,1766,1472,5329,630,8
37,149,1725,1454,5358,660,8
37,150,1691,1432,5384,690,8
37,151,1656,1399,5412,728,10
38,152,1618,1382,5431,763,11
38,153,1587,1351,5466,790,11
38,154,1552,1321,5491,829,12
38,155,1520,1293,5518,862,12
39,156,1475,1270,5546,901,13
39,157,1448,1249,5562,933,13
39,158,1422,1215,5578,976,14
39,159,1387,1195,5596,1013,14
40,160,1366,1164,5602,1057,16
40,161,1341,1137,5602,1109,16
40,162,1316,1091,5626,1156,16
40,163,1294,1075,5621,1198,17
41,164,1280,1034,5636,1238,17
41,165,1257,1009,5630,1292,17
41,166,1243,966,5637,1342,17
41,167,1228,922,5650,1387,18
42,168,1204,897,5650,1435,19
42,169,1189,875,5645,1476,20
42,170,1172,851,5638,1523,21
42,171,1153,826,5638,1565,23
43,172,1134,805,5626,1617,23
43,173,1117,786,5616,1662,24
43,174,1102,758,5619,1702,24
43,175,1089,735,5593,1763,25
44,176,1069,715,5574,1821,26
44,177,1053,690,5554,1882,26
44,178,1045,660,5545,1929,26
44,179,1035,644,5517,1980,29
45,180,1026,628,5488,2033,30
45,181,1000,628,5457,2090,30
45,182,985,619,5411,2159,31
45,183,967,598,5381,2227,32
46,184,954,578,5345,2294,34
46,185,944,560,5309,2358,34
46,186,935,541,5283,2412,34
46,187,928,519,5249,2474,35
47,188,917,514,5203,2536,35
47,189,900,500,5169,2601,35
47,190,887,489,5127,2667,35
47,191,872,482,5088,2727,36
48,192,861,468,5040,2800,36
48,193,849,467,5003,2850,36
48,194,832,464,4961,2912,36
48,195,825,451,4909,2982,38
49,196,811,446,4854,3053,41
49,197,802,434,4814,3113,42
49,198,796,416,4767,3182,44
49,199,789,403,4717,3252,44
50,200,781,393,4677,3309,45
50,201,778,372,4635,3374,46
50,202,770,363,4573,3452,47
50,203,765,350,4530,3513,47
51,204,757,341,4474,3585,48
51,205,751,327,4434,3644,49
51,206,741,318,4384,3713,49
51,207,735,308,4327,3786,49
52,208,728,297,4279,3851,50
52,209,724,287,4223,3918,53
52,210,717,277,4166,3991,54
52,211,708,271,4120,4051,55
53,212,703,262,4064,4121,55
53,213,692,254,4022,4182,55
53,214,685,250,3956,4258,56
53,215,680,249,3896,4324,56
54,216,675,238,3845,4390,57
54,217,672,232,3799,4444,58
54,218,667,223,3757,4498,60
54,219,660,223,3701,4560,61
55,220,655,220,3643,4625,62
55,221,649,217,3588,4689,62
55,222,645,213,3526,4758,63
55,223,642,210,3479,4811,63
56,224,637,202,3422,4879,65
56,225,632,201,3378,4928,66
56,226,626,196,3313,5002,68
56,227,622,190,3253,5069,71
57,228,618,183,3207,5125,72
57,229,617,177,3152,5187,72
57,230,613,173,3110,5236,73
57,231,613,164,3065,5288,75
58,232,611,161,2999,5359,75
58,233,606,160,2943,5420,76
58,234,603,157,2887,5482,76
58,235,603,150,2831,5544,77
59,236,601,143,2782,5602,77
59,237,599,136,2749,5644,77
59,238,598,133,2697,5700,77
59,239,596,124,2650,5758,77
60,240,593,126,2602,5806,78
60,241,592,121,2562,5852,78
60,242,590,116,2503,5918,78
60,243,587,111,2454,5975,78
61,244,585,105,2403,6032,80
61,245,583,104,2355,6083,80
61,246,583,100,2304,6137,81
61,247,580,99,2253,6191,82
62,248,578,93,2200,6252,82
62,249,578,89,2148,6306,84
62,250,576,84,2105,6355,85
62,251,571,84,2070,6394,86
63,252,568,84,2030,6436,87
63,253,568,78,1995,6477,87
63,254,564,77,1957,6519,88
63,255,563,72,1929,6553,88
64,256,561,71,1890,6595,88
64,257,560,67,1847,6642,89
64,258,559,65,1801,6690,90
64,259,555,66,1758,6735,91
65,260,555,63,1721,6774,92
65,261,554,61,1682,6814,94
65,262,552,63,1647,6849,94
65,263,552,59,1611,6889,94
66,264,550,58,1589,6913,95
66,265,549,55,1557,6948,96
66,266,548,53,1513,6995,96
66,267,546,54,1475,7033,97
67,268,545,54,1438,7071,97
67,269,545,50,1425,7088,97
67,270,544,47,1383,7133,98
67,271,544,44,1356,7163,98
68,272,544,43,1320,7199,99
68,273,544,42,1287,7233,99
68,274,543,43,1253,7266,100
68,275,541,43,1220,7301,100
69,276,540,42,1197,7326,100
69,277,540,39,1172,7354,100
69,278,538,40,1151,7375,101
69,279,537,34,1128,7404,102
70,280,536,35,1112,7419,103
70,281,536,35,1092,7439,103
70,282,536,33,1064,7469,103
70,283,535,33,1042,7492,103
71,284,533,35,1017,7517,103
71,285,531,36,987,7547,104
71,286,531,33,969,7568,104
71,287,531,32,945,7593,104
72,288,530,29,931,7611,104
72,289,529,30,904,7638,104
72,290,528,30,883,7660,104
72,291,527,30,869,7675,104
73,292,527,30,848,7696,104
73,293,526,28,824,7723,104
73,294,525,27,806,7743,104
73,295,525,23,790,7763,104
74,296,525,23,767,7786,104
74,297,524,24,743,7810,104
74,298,523,25,720,7832,105
74,299,523,25,698,7853,106
75,300,522,26,685,7865,107
75,301,522,24,668,7883,108
75,302,522,24,652,7899,108
75,303,521,23,638,7915,108
76,304,521,22,620,7933,109
76,305,520,22,606,7948,109
76,306,520,22,593,7960,110
76,307,519,20,579,7977,110
77,308,518,21,564,7992,110
77,309,518,19,548,8010,110
77,310,518,19,538,8019,111
77,311,517,18,528,8031,111
78,312,516,18,515,8045,111
78,313,516,14,505,8057,113
78,314,515,13,495,8069,113
78,315,515,12,484,8081,113
79,316,513,14,476,8089,113
79,317,512,14,467,8098,114
79,318,512,13,457,8109,114
79,319,509,16,439,8126,115
80,320,509,16,422,8141,117
80,321,509,16,410,8153,117
80,322,509,16,398,8165,117
80,323,508,17,386,8177,117
81,324,507,16,378,8187,117
81,325,507,15,365,8201,117
81,326,507,15,356,8210,117
81,327,507,15,350,8216,117
82,328,506,15,344,8223,117
82,329,506,15,332,8235,117
82,330,506,13,322,8247,117
82,331,506,13,312,8257,117
83,332,505,14,304,8265,117
83,333,505,12,294,8277,117
83,334,502,13,287,8286,117
83,335,501,14,280,8293,117
84,336,501,14,272,8301,117
84,337,500,15,262,8310,118
84,338,500,15,255,8317,118
84,339,500,15,246,8326,118
85,340,500,13,243,8331,118
85,341,500,13,239,8335,118
85,342,500,12,227,8346,120
85,343,500,12,222,8350,121
86,344,500,11,218,8354,122
86,345,500,11,215,8357,122
86,346,500,9,210,8363,123
86,347,500,9,205,8368,123
87,348,500,9,199,8374,123
87,349,500,8,194,8380,123
87,350,500,8,188,8386,123
87,351,500,8,186,8388,123
88,352,500,7,178,8397,123
88,353,500,7,171,8404,123
88,354,500,6,166,8409,124
88,355,500,6,158,8417,124
89,356,500,6,147,8428,124
89,357,500,6,143,8432,124
89,358,500,5,138,8438,124
89,359,500,5,132,8444,124
90,360,500,5,130,8446,124
90,361,500,4,129,8448,124
90,362,500,4,127,8450,124
90,363,500,4,123,8454,124
91,364,500,4,118,8459,124
91,365,500,3,116,8462,124
91,366,500,3,110,8468,124
91,367,500,3,108,8470,124
92,368,500,2,105,8474,124
92,369,500,2,103,8476,124
92,370,500,2,102,8477,124
92,371,500,2,99,8479,125
93,372,500,2,98,8480,125
93,373,500,2,95,8483,125
93,374,500,1,93,8486,125
93,375,500,1,87,8492,125
94,376,500,1,87,8492,125
94,377,500,1,86,8493,125
94,378,500,1,85,8494,125
94,379,500,1,83,8496,125
95,380,500,1,81,8498,125
95,381,500,1,78,8501,125
95,382,500,1,77,8502,125
95,383,500,1,77,8502,125
96,384,500,1,75,8504,125
96,385,500,1,73,8506,125
96,386,500,1,71,8508,125
96,387,500,1,68,8511,125
97,388,500,1,67,8512,125
97,389,500,0,65,8515,125
97,390,500,0,65,8515,125
97,391,500,0,64,8516,125
98,392,500,0,64,8516,125
98,393,500,0,63,8517,125
98,394,500,0,61,8519,125
98,395,500,0,60,8520,125
99,396,500,0,56,8524,125
99,397,500,0,55,8525,125
99,398,500,0,55,8525,125
99,399,500,0,51,8529,125
100,400,500,0,48,8532,125
100,401,500,0,46,8534,125
100,402,500,0,45,8535,125
100,403,500,0,42,8538,125
101,404,500,0,40,8540,125
101,405,500,0,40,8540,125
101,406,500,0,38,8542,125
101,407,500,0,37,8543,125
102,408,500,0,34,8546,125
102,409,500,0,33,8547,125
102,410,500,0,31,8549,125
102,411,500,0,30,8550,125
103,412,500,0,28,8552,125
103,413,500,0,26,8554,125
103,414,500,0,24,8556,125
103,415,500,0,23,8557,125
104,416,500,0,22,8558,125
104,417,500,0,22,8558,125
104,418,500,0,18,8562,125
104,419,500,0,18,8562,125
105,420,500,0,17,8563,125
105,421,500,0,16,8564,125
