"","x"
"a0",1.56981078619105
"ws",1.31739302897035
"wi",2.09574558929315
"sigma",0.20001997142711
"gamma",0.702611053025051
"pop",9205
"S_0",0.998913633894622
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
