"a0","ws","wi","sigma","gamma","pop","S_0","E_0","I_0","R_0","rho","loglik","loglik.se"
1.56981078619105,1.31739302897035,2.09574558929315,0.20001997142711,0.702611053025051,9205,0.998913633894622,0.00108636610537751,0,0,1,-47.0085529930888,0.119395623500258
1.17928179918022,1.14747937605846,2.15240913512956,0.162113614334475,0.518893466862826,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.0891581380859,0.156118604462482
1.34649687129878,6.53755131125438,1.22892468550927,0.197981757974421,0.656155201401179,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.111649036117,0.0862454340296997
1.11864202418252,4.2182769443948,1.1520783409701,0.190111256230522,0.598995378844357,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.1292051053989,0.114690950813477
1.31448549234289,2.66847743538079,0.776371350322666,0.211395304511314,0.712151131223612,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.17712409014,0.137248710984433
0.896693474294935,3.05676205488176,1.63353132070653,0.189407596314607,0.570889762861886,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.2035487741832,0.171309075922767
0.993872492882229,4.22064833732969,0.870710791454815,0.195056204875179,0.596883750405869,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.2081566817062,0.13273481126813
0.734146814538199,3.88575845125061,2.68686999700747,0.182707246525056,0.559279025611382,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.2096831524522,0.124358701175559
1.08494841658575,1.97066842554091,2.95948033525827,0.193170572142919,0.610279989824369,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.2445099163254,0.101751780049598
1.04242632182295,3.0657233399822,1.37450007223665,0.181648837052544,0.567796508203231,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.2936097911497,0.10687077160625
1.22237202628976,2.55891357929438,3.16730539958398,0.169815849210573,0.612370241331298,9205,0.998913633894622,0.00108636610537751,0,0,1,-47.3119910684455,0.124616433234702
1.15528644225374,3.27190145351157,1.44738617098334,0.238276284383576,0.762616507919869,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.3182261142098,0.122264929833839
0.980809623950858,3.48881265436102,2.77851245145895,0.198384859955885,0.633264332523339,9205,0.998913633894622,0.00108636610537751,0,0,1,-47.3539687172029,0.0927603673344614
0.604319531236561,2.83063138984954,4.36895659341766,0.190173914266542,0.555501704159769,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.3666162534226,0.144895742348247
0.869646849355108,8.56427005123542,1.51332682352277,0.176515255819071,0.542883692718064,9205,0.998913633894623,0.00108636610537751,0,0,1,-47.4043681210365,0.146801912542373
