"","x"
"a0",1.08378677227517
"a1",2.7470884877745
"b0",0.830176851846738
"b1",2.24602201252512
"sigma",0.234042162550788
"gamma",0.799399840315251
"pop",9205
"S_0",0.998913633894623
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
