"name","mean","sd"
"a0","1.87763878997031","0.875030531146592"
"a1","2.11645548818135","1.32172557823793"
"b0","1.219474758829","1.20173632509762"
"b1","2.23992467754084","2.74001742871016"
"sigma","0.249089693164715","0.025054632370327"
"gamma","0.809071363810084","0.0465257321078973"
