"name","mean","sd"
"a0","0.844426385489751","0.39602420527678"
"a1","2.15321067186491","0.573741023837549"
"b0","1.18025282982817","0.651251533826514"
"b1","1.19152952719041","0.754054552862654"
"sigma","0.350809076787075","0.0457529869763618"
"gamma","0.779396009148629","0.0800717069739343"
