"","x"
"a0",0.503538413988446
"ws",1.95317680328896
"wi",1.3304438800128
"sigma",0.170157757500688
"gamma",0.247803415536805
"pop",9205
"S_0",0.998913633894623
"E_0",0.00108636610537751
"I_0",0
"R_0",0
"rho",1
