day,cycle,contact_name,contact_covariate_X,individual_name,individual_covariate_Y,latent_time,infectious_time,serial_interval,time_before_hospitalisation
2,10,Individual2267,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
2,10,Individual7994,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
2,10,Individual993,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,12,Individual6756,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,13,Individual1911,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,13,Individual5848,0.0,Individual5448,0.0,2.9228688990841203,20.47750506238448,2.3183943852539315,0.0
3,14,Individual5118,1.0,Individual5448,0.0,2.9228688990841203,20.47750506238448,2.3183943852539315,0.0
3,15,Individual4883,1.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,15,Individual2368,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,15,Individual1446,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,15,Individual8158,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
3,15,Individual2032,0.0,Individual5448,0.0,2.9228688990841203,20.47750506238448,2.3183943852539315,0.0
3,15,Individual4795,0.0,Individual5448,0.0,2.9228688990841203,20.47750506238448,2.3183943852539315,0.0
4,16,Individual4721,0.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
4,17,Individual1147,1.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
4,18,Individual1123,1.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
4,19,Individual5920,1.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
5,22,Individual6613,0.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
5,22,Individual2244,1.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
5,22,Individual1836,0.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
5,23,Individual6682,1.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
5,23,Individual8636,0.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
6,24,Individual149,1.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
6,24,Individual8061,0.0,Individual4199,0.0,5.059285228723484,15.239461935784956,0.26718490806926765,0.0
6,25,Individual1532,1.0,Individual2988,1.0,2.1183859075371356,23.8205727459042,0.6482068793602989,0.0
